site,species,plant_no,psi_bars,wet_weight_g
las_cruces,serpocaulon_triseriale,6,4.7,2.5465
las_cruces,serpocaulon_triseriale,6,5.18,2.54345
las_cruces,serpocaulon_triseriale,6,5.63,2.53965
las_cruces,serpocaulon_triseriale,6,6.11,2.5359
las_cruces,serpocaulon_triseriale,6,7.37,2.5293
las_cruces,serpocaulon_triseriale,6,8.16,2.52375
las_cruces,serpocaulon_triseriale,6,9,2.5172
las_cruces,serpocaulon_triseriale,6,11.5,2.50355
las_cruces,serpocaulon_triseriale,6,12.51,2.49765
las_cruces,serpocaulon_triseriale,6,14,2.4827
las_cruces,serpocaulon_triseriale,6,15.2,2.4754
las_cruces,serpocaulon_triseriale,6,16.4,2.4619
las_cruces,serpocaulon_triseriale,6,17,2.4521
las_cruces,serpocaulon_triseriale,6,19,2.43375
las_cruces,serpocaulon_triseriale,6,19.3,2.4165
