site,species,plant_no,wet_weight_g,psi_bars
laselva,elaphoglossum_latifolium,4,1.7375,4
laselva,elaphoglossum_latifolium,4,1.7342,5
laselva,elaphoglossum_latifolium,4,1.7312,5
laselva,elaphoglossum_latifolium,4,1.7284,6.5
laselva,elaphoglossum_latifolium,4,1.7237,8
laselva,elaphoglossum_latifolium,4,1.7191,9
laselva,elaphoglossum_latifolium,4,1.7085,10.5
laselva,elaphoglossum_latifolium,4,1.701,11.1
laselva,elaphoglossum_latifolium,4,1.689,12
laselva,elaphoglossum_latifolium,4,1.682,12.8
laselva,elaphoglossum_latifolium,4,1.6636,13
laselva,elaphoglossum_latifolium,5,2.2901,1.5
laselva,elaphoglossum_latifolium,5,2.2856,2.6
laselva,elaphoglossum_latifolium,5,2.2827,3.4
laselva,elaphoglossum_latifolium,5,2.2808,4.7
laselva,elaphoglossum_latifolium,5,2.2787,4.7
laselva,elaphoglossum_latifolium,5,2.2764,4.8
laselva,elaphoglossum_latifolium,5,2.2752,5
laselva,elaphoglossum_latifolium,5,2.2746,5.9
laselva,elaphoglossum_latifolium,5,2.2693,8
laselva,elaphoglossum_latifolium,5,2.2667,8
laselva,elaphoglossum_latifolium,5,2.259,11
laselva,elaphoglossum_latifolium,5,2.247,14.9
laselva,elaphoglossum_latifolium,5,2.2357,15.1
laselva,elaphoglossum_latifolium,5,2.261,17.9
laselva,elaphoglossum_latifolium,6,1.8852,1.5
laselva,elaphoglossum_latifolium,6,1.8764,5
laselva,elaphoglossum_latifolium,6,1.8698,5
laselva,elaphoglossum_latifolium,6,1.8616,6.2
laselva,elaphoglossum_latifolium,6,1.8565,6.4
laselva,elaphoglossum_latifolium,6,1.8501,8.5
laselva,elaphoglossum_latifolium,6,1.8377,9.5
laselva,elaphoglossum_latifolium,6,1.8238,10.3
laselva,elaphoglossum_latifolium,6,1.809,12
laselva,elaphoglossum_latifolium,6,1.7875,13.5
laselva,elaphoglossum_latifolium,6,1.766,13.9
laselva,lomariopsis_japurensis,3,4.8595,1.8
laselva,lomariopsis_japurensis,3,4.8333,2.5
laselva,lomariopsis_japurensis,3,4.787,2.5
laselva,lomariopsis_japurensis,3,4.7275,2.5
laselva,lomariopsis_japurensis,3,4.7003,2.7
laselva,lomariopsis_japurensis,3,4.9744,4
laselva,lomariopsis_japurensis,3,4.5218,7.9
laselva,lomariopsis_japurensis,3,4.4822,9
laselva,lomariopsis_japurensis,3,4.4375,9
laselva,lomariopsis_japurensis,3,4.3739,9.9
laselva,lomariopsis_japurensis,3,4.3177,10
laselva,lomariopsis_japurensis,4,1.5009,1
laselva,lomariopsis_japurensis,4,1.4773,1.8
laselva,lomariopsis_japurensis,4,1.4433,1.8
laselva,lomariopsis_japurensis,4,1.3595,10
laselva,lomariopsis_japurensis,4,1.3461,11
laselva,lomariopsis_japurensis,4,1.3139,12
laselva,lomariopsis_japurensis,5,1.884,1
laselva,lomariopsis_japurensis,5,1.8653,1.6
laselva,lomariopsis_japurensis,5,1.7594,10
laselva,lomariopsis_japurensis,5,1.7519,10
laselva,lomariopsis_japurensis,5,1.7439,11
laselva,lomariopsis_japurensis,5,1.7224,11.9
laselva,lomariopsis_japurensis,5,1.706,12
laselva,mickelia_nicotianifolia,1,1.786,2
laselva,mickelia_nicotianifolia,1,1.7697,2.3
laselva,mickelia_nicotianifolia,1,1.7469,2.9
laselva,mickelia_nicotianifolia,1,1.7351,4.9
laselva,mickelia_nicotianifolia,1,1.7222,6.2
laselva,mickelia_nicotianifolia,1,1.7125,9
laselva,mickelia_nicotianifolia,1,1.6994,10
laselva,mickelia_nicotianifolia,1,0.6923,13.4
laselva,mickelia_nicotianifolia,1,1.6323,14.8
laselva,mickelia_nicotianifolia,1,1.6075,15
laselva,mickelia_nicotianifolia,2,1.7798,2.2
laselva,mickelia_nicotianifolia,2,1.7661,2.9
laselva,mickelia_nicotianifolia,2,1.7155,4
laselva,mickelia_nicotianifolia,2,1.7094,4.8
laselva,mickelia_nicotianifolia,2,1.6989,6.2
laselva,mickelia_nicotianifolia,2,1.6912,7.8
laselva,mickelia_nicotianifolia,2,1.6855,7.9
laselva,mickelia_nicotianifolia,2,1.6763,8
laselva,mickelia_nicotianifolia,2,1.6577,9.9
laselva,mickelia_nicotianifolia,2,1.6399,11.2
laselva,mickelia_nicotianifolia,2,1.6304,11.2
laselva,mickelia_nicotianifolia,2,1.5029,11.2
laselva,mickelia_nicotianifolia,3,4.0573,2.8
laselva,mickelia_nicotianifolia,3,4.0373,4.9
laselva,mickelia_nicotianifolia,3,4.0238,7
laselva,mickelia_nicotianifolia,3,4.0101,8.1
laselva,mickelia_nicotianifolia,3,3.9938,10.1
laselva,mickelia_nicotianifolia,3,3.9735,11.3
laselva,mickelia_nicotianifolia,3,3.9571,12.1
laselva,mickelia_nicotianifolia,3,3.945,12
laselva,mickelia_nicotianifolia,3,3.9063,1
laselva,mickelia_nicotianifolia,3,3.8473,13.9
laselva,mickelia_nicotianifolia,4,1.8691,2.5
laselva,mickelia_nicotianifolia,4,1.8625,4.1
laselva,mickelia_nicotianifolia,4,1.8562,4
laselva,mickelia_nicotianifolia,4,1.8502,8.2
laselva,mickelia_nicotianifolia,4,1.8127,10.8
laselva,mickelia_nicotianifolia,4,1.7844,12
laselva,mickelia_nicotianifolia,4,1.6884,12.2
laselva,mickelia_nicotianifolia,5,1.4046,2.8
laselva,mickelia_nicotianifolia,5,1.3776,3.1
laselva,mickelia_nicotianifolia,5,1.3514,3.9
laselva,mickelia_nicotianifolia,5,1.2969,8
laselva,mickelia_nicotianifolia,5,1.2763,10.5
laselva,mickelia_nicotianifolia,5,1.2521,13.6
laselva,mickelia_nicotianifolia,5,1.2172,14.9
laselva,mickelia_nicotianifolia,5,1.1618,15.2
laselva,mickelia_nicotianifolia,6,1.217,4.9
laselva,mickelia_nicotianifolia,6,1.2128,5.2
laselva,mickelia_nicotianifolia,6,1.2091,7
laselva,mickelia_nicotianifolia,6,1.2049,7.2
laselva,mickelia_nicotianifolia,6,1.1991,8
laselva,mickelia_nicotianifolia,6,1.1945,8.8
laselva,mickelia_nicotianifolia,6,1.1909,10
laselva,mickelia_nicotianifolia,6,1.1862,11
laselva,mickelia_nicotianifolia,6,1.1587,12.1
laselva,mickelia_nicotianifolia,6,1.1502,12.1
laselva,nephrolepis_biserrata,1,0.9233,1.3
laselva,nephrolepis_biserrata,1,0.9046,2.8
laselva,nephrolepis_biserrata,1,0.8902,3
laselva,nephrolepis_biserrata,1,0.8796,3.6
laselva,nephrolepis_biserrata,1,0.8689,4
laselva,nephrolepis_biserrata,1,0.8545,5.2
laselva,nephrolepis_biserrata,1,0.8386,6.1
laselva,nephrolepis_biserrata,1,0.8167,6.7
laselva,nephrolepis_biserrata,1,0.7767,7.8
laselva,nephrolepis_biserrata,1,0.7462,8
laselva,nephrolepis_biserrata,1,0.7162,8.9
laselva,nephrolepis_biserrata,1,0.6194,10.7
laselva,nephrolepis_biserrata,1,0.6051,12.5
laselva,nephrolepis_biserrata,2,0.647,2
laselva,nephrolepis_biserrata,2,0.6396,3.1
laselva,nephrolepis_biserrata,2,0.6347,4.2
laselva,nephrolepis_biserrata,2,0.6194,5
laselva,nephrolepis_biserrata,2,0.6139,5.9
laselva,nephrolepis_biserrata,2,0.6031,6.5
laselva,nephrolepis_biserrata,2,0.594,7.3
laselva,nephrolepis_biserrata,2,0.5778,7.3
laselva,nephrolepis_biserrata,2,0.5604,8
laselva,nephrolepis_biserrata,2,0.6497,8.6
laselva,nephrolepis_biserrata,2,0.5204,11
laselva,nephrolepis_biserrata,2,0.4926,11
laselva,nephrolepis_biserrata,2,0.4369,11.2
laselva,nephrolepis_biserrata,3,0.3729,1.5
laselva,nephrolepis_biserrata,3,0.3681,2.7
laselva,nephrolepis_biserrata,3,0.3627,3.1
laselva,nephrolepis_biserrata,3,0.361,4
laselva,nephrolepis_biserrata,3,0.3571,5
laselva,nephrolepis_biserrata,3,0.3543,6
laselva,nephrolepis_biserrata,3,0.3473,6.8
laselva,nephrolepis_biserrata,3,0.3425,7.2
laselva,nephrolepis_biserrata,3,0.3375,7.2
laselva,nephrolepis_biserrata,3,0.3104,8.1
laselva,nephrolepis_biserrata,3,0.2758,9
laselva,nephrolepis_biserrata,6,0.821,0.7
laselva,nephrolepis_biserrata,6,0.7979,1.7
laselva,nephrolepis_biserrata,6,0.7842,2.7
laselva,nephrolepis_biserrata,6,0.7745,2.8
laselva,nephrolepis_biserrata,6,0.7638,3.3
laselva,nephrolepis_biserrata,6,0.7623,3.9
laselva,nephrolepis_biserrata,6,0.7587,4.6
laselva,nephrolepis_biserrata,6,0.7519,5
laselva,nephrolepis_biserrata,6,0.7458,7
laselva,nephrolepis_biserrata,6,0.7382,7
laselva,nephrolepis_biserrata,6,0.7288,9.1
laselva,nephrolepis_biserrata,6,0.7239,9
laselva,nephrolepis_biserrata,6,0.7144,10.5
laselva,nephrolepis_biserrata,6,0.6994,10.5
laselva,nephrolepis_biserrata,6,0.6601,10.5
laselva,nephrolepis_biserrata,8,1.5743,1.5
laselva,nephrolepis_biserrata,8,1.5579,2
laselva,nephrolepis_biserrata,8,1.538,2.3
laselva,nephrolepis_biserrata,8,1.5255,2.4
laselva,nephrolepis_biserrata,8,1.5024,3
laselva,nephrolepis_biserrata,8,1.4778,3.5
laselva,nephrolepis_biserrata,8,1.4474,5
laselva,nephrolepis_biserrata,8,1.1435,5.3
laselva,nephrolepis_biserrata,8,1.0387,6.7
laselva,nephrolepis_biserrata,8,1.011,7.8
laselva,nephrolepis_biserrata,8,1.0076,8.2
laselva,nephrolepis_biserrata,8,1.1023,8.8
laselva,nephrolepis_biserrata,9,1.1752,1.5
laselva,nephrolepis_biserrata,9,1.1672,3
laselva,nephrolepis_biserrata,9,1.1428,3
laselva,nephrolepis_biserrata,9,1.1258,4
laselva,nephrolepis_biserrata,9,1.1049,5.2
laselva,nephrolepis_biserrata,9,1.0834,5.9
laselva,nephrolepis_biserrata,9,1.0327,7.9
laselva,nephrolepis_biserrata,9,1.0137,8.9
laselva,nephrolepis_biserrata,9,0.9592,10.5
laselva,nephrolepis_biserrata,9,0.8766,11
laselva,nephrolepis_rivularis,1,0.457,3.5
laselva,nephrolepis_rivularis,1,0.4535,6.5
laselva,nephrolepis_rivularis,1,0.4518,7.9
laselva,nephrolepis_rivularis,1,0.4507,9
laselva,nephrolepis_rivularis,1,0.449,12.4
laselva,nephrolepis_rivularis,1,0.4468,12.5
laselva,nephrolepis_rivularis,1,0.4453,14
laselva,nephrolepis_rivularis,1,0.4412,14.5
laselva,nephrolepis_rivularis,2,0.5694,2.2
laselva,nephrolepis_rivularis,2,0.5667,3.5
laselva,nephrolepis_rivularis,2,0.5649,4.2
laselva,nephrolepis_rivularis,2,0.5643,5.5
laselva,nephrolepis_rivularis,2,0.5625,6.9
laselva,nephrolepis_rivularis,2,0.5601,7.8
laselva,nephrolepis_rivularis,2,0.5585,8.8
laselva,nephrolepis_rivularis,2,0.555,9.5
laselva,nephrolepis_rivularis,2,0.5517,10.6
laselva,nephrolepis_rivularis,2,0.5449,11.1
laselva,nephrolepis_rivularis,2,0.5407,10.6
laselva,nephrolepis_rivularis,2,0.5339,10.9
laselva,nephrolepis_rivularis,3,0.4624,1.5
laselva,nephrolepis_rivularis,3,0.4614,3
laselva,nephrolepis_rivularis,3,0.4592,3.9
laselva,nephrolepis_rivularis,3,0.4589,4.7
laselva,nephrolepis_rivularis,3,0.4572,5.1
laselva,nephrolepis_rivularis,3,0.4543,6.2
laselva,nephrolepis_rivularis,3,0.4531,7.7
laselva,nephrolepis_rivularis,3,0.4505,8.2
laselva,nephrolepis_rivularis,3,0.4471,9.2
laselva,nephrolepis_rivularis,3,0.443,9.2
laselva,nephrolepis_rivularis,3,0.4389,9.9
laselva,nephrolepis_rivularis,3,0.436,9.9
laselva,nephrolepis_rivularis,3,0.4318,10.2
laselva,nephrolepis_rivularis,4,0.6929,2.1
laselva,nephrolepis_rivularis,4,0.6895,2.7
laselva,nephrolepis_rivularis,4,0.6868,5.2
laselva,nephrolepis_rivularis,4,0.6857,5.4
laselva,nephrolepis_rivularis,4,0.6843,7
laselva,nephrolepis_rivularis,4,0.6819,8.4
laselva,nephrolepis_rivularis,4,0.6785,8.2
laselva,nephrolepis_rivularis,4,0.6764,11.5
laselva,nephrolepis_rivularis,4,0.6742,12.4
laselva,nephrolepis_rivularis,4,0.6709,14
laselva,nephrolepis_rivularis,4,0.6651,15.5
laselva,nephrolepis_rivularis,5,0.845,3.2
laselva,nephrolepis_rivularis,5,0.8417,4.7
laselva,nephrolepis_rivularis,5,0.8309,5.1
laselva,nephrolepis_rivularis,5,0.8313,7.4
laselva,nephrolepis_rivularis,5,0.8188,8.5
laselva,nephrolepis_rivularis,5,0.8138,8.9
laselva,nephrolepis_rivularis,5,0.804,8.5
laselva,nephrolepis_rivularis,5,0.7821,10.6
laselva,nephrolepis_rivularis,5,0.7685,10
laselva,nephrolepis_rivularis,6,0.4062,3.2
laselva,nephrolepis_rivularis,6,0.4036,4.7
laselva,nephrolepis_rivularis,6,0.4005,6.1
laselva,nephrolepis_rivularis,6,0.4002,7.1
laselva,nephrolepis_rivularis,6,0.3978,7.7
laselva,nephrolepis_rivularis,6,0.3957,10.8
laselva,nephrolepis_rivularis,6,0.3903,12
laselva,oleandra_articulata,1,0.6492,2
laselva,oleandra_articulata,1,0.6456,2.2
laselva,oleandra_articulata,1,0.6412,2.9
laselva,oleandra_articulata,1,0.6395,3.5
laselva,oleandra_articulata,1,0.6374,5.7
laselva,oleandra_articulata,1,0.6359,6
laselva,oleandra_articulata,1,0.6319,7
laselva,oleandra_articulata,1,0.6282,7
laselva,oleandra_articulata,1,0.626,7.9
laselva,oleandra_articulata,1,0.6219,8
laselva,oleandra_articulata,1,0.6158,9.9
laselva,oleandra_articulata,1,0.6003,10.1
laselva,oleandra_articulata,1,0.5909,10.4
laselva,oleandra_articulata,1,0.5815,10.9
laselva,oleandra_articulata,7,0.4205,1.5
laselva,oleandra_articulata,7,0.4187,2.7
laselva,oleandra_articulata,7,0.4165,2.9
laselva,oleandra_articulata,7,0.415,3.2
laselva,oleandra_articulata,7,0.4123,4
laselva,oleandra_articulata,7,0.4101,5
laselva,oleandra_articulata,7,0.4084,5
laselva,oleandra_articulata,7,0.4061,6.1
laselva,oleandra_articulata,7,0.4048,7
laselva,oleandra_articulata,7,0.4039,8.6
laselva,oleandra_articulata,7,0.401,9.5
laselva,oleandra_articulata,7,0.3987,12.2
laselva,oleandra_articulata,7,0.3721,18
laselva,oleandra_articulata,3,0.7858,3
laselva,oleandra_articulata,3,0.7826,4.7
laselva,oleandra_articulata,3,0.7801,5.8
laselva,oleandra_articulata,3,0.7753,6.5
laselva,oleandra_articulata,3,0.7716,7
laselva,oleandra_articulata,3,0.7678,8
laselva,oleandra_articulata,3,0.7642,8
laselva,oleandra_articulata,3,0.7578,8.9
laselva,oleandra_articulata,3,0.7477,10
laselva,oleandra_articulata,3,0.7453,10
laselva,oleandra_articulata,3,0.7306,10.6
laselva,oleandra_articulata,3,0.7181,11.3
laselva,oleandra_articulata,3,0.6949,12.1
laselva,oleandra_articulata,3,0.6638,13
laselva,oleandra_articulata,8,0.3819,3.9
laselva,oleandra_articulata,8,0.3797,6.8
laselva,oleandra_articulata,8,0.3778,7.9
laselva,oleandra_articulata,8,0.3754,10
laselva,oleandra_articulata,8,0.3734,11
laselva,oleandra_articulata,8,0.3725,12
laselva,oleandra_articulata,8,0.3697,12.5
laselva,oleandra_articulata,8,0.3673,13
laselva,oleandra_articulata,8,0.3624,13.1
laselva,oleandra_articulata,8,0.3485,14.4
laselva,oleandra_articulata,8,3378,15
laselva,oleandra_articulata,5,0.7036,2
laselva,oleandra_articulata,5,0.6997,3.6
laselva,oleandra_articulata,5,0.6972,4.1
laselva,oleandra_articulata,5,0.6955,5
laselva,oleandra_articulata,5,0.6929,5.6
laselva,oleandra_articulata,5,0.6884,6.1
laselva,oleandra_articulata,5,0.6814,7.9
laselva,oleandra_articulata,5,0.6757,8.9
laselva,oleandra_articulata,5,0.6692,9
laselva,oleandra_articulata,5,0.6639,9.8
laselva,oleandra_articulata,5,0.6586,10
laselva,oleandra_articulata,6,0.2907,3.6
laselva,oleandra_articulata,6,0.2888,5
laselva,oleandra_articulata,6,0.287,5.2
laselva,oleandra_articulata,6,0.2852,7
laselva,oleandra_articulata,6,0.2837,7.3
laselva,oleandra_articulata,6,0.2813,9.1
laselva,oleandra_articulata,6,0.2791,9.9
laselva,oleandra_articulata,6,0.2773,11
laselva,oleandra_articulata,6,0.2758,11
laselva,oleandra_articulata,6,0.2721,13.7
laselva,oleandra_articulata,6,0.2703,13.9
laselva,oleandra_articulata,6,0.2651,14.9
laselva,oleandra_articulata,6,0.2597,17.1
laselva,oleandra_articulata,6,0.2464,17.6
laselva,pecluma_pectinata,1,0.4282,3.5
laselva,pecluma_pectinata,1,0.4256,5.1
laselva,pecluma_pectinata,1,0.424,7.4
laselva,pecluma_pectinata,1,0.4229,9.9
laselva,pecluma_pectinata,1,0.4206,13
laselva,pecluma_pectinata,1,0.4167,16.54
laselva,pecluma_pectinata,1,0.4131,19.8
laselva,pecluma_pectinata,1,0.4082,20.5
laselva,pecluma_pectinata,1,0.3886,29
laselva,pecluma_pectinata,2,0.5685,3.6
laselva,pecluma_pectinata,2,0.5645,5.5
laselva,pecluma_pectinata,2,0.5625,9
laselva,pecluma_pectinata,2,0.5584,12.1
laselva,pecluma_pectinata,2,0.5558,17
laselva,pecluma_pectinata,2,0.5532,19
laselva,pecluma_pectinata,2,0.5445,22.5
laselva,pecluma_pectinata,2,0.5401,25.5
laselva,pecluma_pectinata,2,0.5316,29.5
laselva,pecluma_pectinata,3,0.6822,3.6
laselva,pecluma_pectinata,3,0.6773,5.5
laselva,pecluma_pectinata,3,0.6712,9
laselva,pecluma_pectinata,3,0.6681,12.1
laselva,pecluma_pectinata,3,0.6635,17
laselva,pecluma_pectinata,3,0.66,19
laselva,pecluma_pectinata,3,0.6503,22.5
laselva,pecluma_pectinata,3,0.6361,25.5
laselva,pecluma_pectinata,3,0.6205,29.5
laselva,pecluma_pectinata,4,0.4303,3
laselva,pecluma_pectinata,4,0.4197,4.8
laselva,pecluma_pectinata,4,0.4178,8
laselva,pecluma_pectinata,4,0.4133,12.8
laselva,pecluma_pectinata,4,0.4058,14
laselva,pecluma_pectinata,4,0.4012,15.6
laselva,pecluma_pectinata,4,0.3967,18.4
laselva,pecluma_pectinata,4,0.389,18.5
laselva,pecluma_pectinata,5,0.6876,3.8
laselva,pecluma_pectinata,5,0.6851,4.7
laselva,pecluma_pectinata,5,0.6824,5.9
laselva,pecluma_pectinata,5,0.6787,8.1
laselva,pecluma_pectinata,5,0.67843,8.5
laselva,pecluma_pectinata,5,0.667,10.5
laselva,pecluma_pectinata,5,0.6606,11.9
laselva,pecluma_pectinata,5,0.6509,11.5
laselva,pecluma_pectinata,6,0.5461,3
laselva,pecluma_pectinata,6,0.5373,5.1
laselva,pecluma_pectinata,6,0.5312,6.2
laselva,pecluma_pectinata,6,0.5257,8
laselva,pecluma_pectinata,6,0.522,8.9
laselva,pecluma_pectinata,6,0.5167,10
laselva,pecluma_pectinata,6,0.5113,11.1
laselva,pecluma_pectinata,6,0.5066,11.1
laselva,pecluma_pectinata,6,0.4992,12.8
laselva,pecluma_pectinata,6,0.4842,13
laselva,phlebodium_aureum,8,2.6943,2.9
laselva,phlebodium_aureum,8,2.6902,3.9
laselva,phlebodium_aureum,8,2.6791,4.9
laselva,phlebodium_aureum,8,2.6705,5.4
laselva,phlebodium_aureum,8,2.6647,6.1
laselva,phlebodium_aureum,8,2.6458,6.6
laselva,phlebodium_aureum,8,2.6226,7
laselva,phlebodium_aureum,8,2.5575,9.8
laselva,phlebodium_aureum,8,2.4398,10.8
laselva,phlebodium_aureum,1r,3.3,3.8
laselva,phlebodium_aureum,1r,3.2957,5.1
laselva,phlebodium_aureum,1r,3.2869,5.7
laselva,phlebodium_aureum,1r,3.2822,5.8
laselva,phlebodium_aureum,1r,3.3205,7
laselva,phlebodium_aureum,1r,3.2648,8.1
laselva,phlebodium_aureum,1r,3.2538,8
laselva,phlebodium_aureum,1r,3.238,8
laselva,phlebodium_aureum,1r,3.1877,8.8
laselva,phlebodium_aureum,1r,3.1592,9
laselva,phlebodium_aureum,1r,3.0854,10.5
laselva,phlebodium_aureum,2r,2.0902,4
laselva,phlebodium_aureum,2r,2.082,7
laselva,phlebodium_aureum,2r,2.065,7.5
laselva,phlebodium_aureum,2r,2.0418,8.6
laselva,phlebodium_aureum,2r,2.0341,8.6
laselva,phlebodium_aureum,2r,2.0268,8.7
laselva,pleopeltis_bradeorum,1,0.6693,3.9
laselva,pleopeltis_bradeorum,1,0.6671,6
laselva,pleopeltis_bradeorum,1,0.6645,7.1
laselva,pleopeltis_bradeorum,1,0.6612,8
laselva,pleopeltis_bradeorum,1,0.6559,10.2
laselva,pleopeltis_bradeorum,1,0.6487,13.5
laselva,pleopeltis_bradeorum,1,0.6456,15
laselva,pleopeltis_bradeorum,1,0.598,21
laselva,pleopeltis_bradeorum,2,0.9298,4
laselva,pleopeltis_bradeorum,2,0.9257,5.1
laselva,pleopeltis_bradeorum,2,0.9209,6.5
laselva,pleopeltis_bradeorum,2,0.9127,8
laselva,pleopeltis_bradeorum,2,0.9077,9
laselva,pleopeltis_bradeorum,2,0.8925,10
laselva,pleopeltis_bradeorum,2,0.8749,10
laselva,pleopeltis_bradeorum,2,0.9534,10.2
laselva,pleopeltis_bradeorum,3,0.741,3.1
laselva,pleopeltis_bradeorum,3,0.7375,3.5
laselva,pleopeltis_bradeorum,3,0.7363,4.5
laselva,pleopeltis_bradeorum,3,0.7335,5.2
laselva,pleopeltis_bradeorum,3,0.7313,6.1
laselva,pleopeltis_bradeorum,3,0.7303,6.8
laselva,pleopeltis_bradeorum,3,0.7237,7.1
laselva,pleopeltis_bradeorum,3,0.7203,8
laselva,pleopeltis_bradeorum,3,0.711,9
laselva,pleopeltis_bradeorum,3,0.6978,10
laselva,pleopeltis_bradeorum,3,0.678,10
laselva,pleopeltis_bradeorum,3,0.6561,11
laselva,pleopeltis_bradeorum,3,0.6174,11.5
laselva,pleopeltis_bradeorum,3,0.6028,11.5
laselva,pleopeltis_bradeorum,4,0.7635,3.5
laselva,pleopeltis_bradeorum,4,0.7594,4
laselva,pleopeltis_bradeorum,4,0.754,5.5
laselva,pleopeltis_bradeorum,4,0.7477,7
laselva,pleopeltis_bradeorum,4,0.7394,8.9
laselva,pleopeltis_bradeorum,4,0.7297,10
laselva,pleopeltis_bradeorum,4,0.7124,11
laselva,pleopeltis_bradeorum,4,0.6738,12
laselva,pleopeltis_bradeorum,4,0.6496,12.1
laselva,pleopeltis_bradeorum,5,0.717,2.5
laselva,pleopeltis_bradeorum,5,0.7146,4.5
laselva,pleopeltis_bradeorum,5,0.7092,6
laselva,pleopeltis_bradeorum,5,0.7029,7.5
laselva,pleopeltis_bradeorum,5,0.6902,12
laselva,pleopeltis_bradeorum,5,0.681,15
laselva,pleopeltis_bradeorum,5,0.6559,20
laselva,pleopeltis_bradeorum,5,0.652,20
laselva,polybotrya_osmundacea,1,1.6345,3.2
laselva,polybotrya_osmundacea,1,1.6229,9.1
laselva,polybotrya_osmundacea,1,1.6095,11.8
laselva,polybotrya_osmundacea,1,1.6011,12.2
laselva,polybotrya_osmundacea,1,1.5878,13.8
laselva,polybotrya_osmundacea,1,1.5535,15
laselva,polybotrya_osmundacea,1,1.4401,19
laselva,polybotrya_osmundacea,2,2.0557,2.8
laselva,polybotrya_osmundacea,2,2.0482,4.9
laselva,polybotrya_osmundacea,2,2.0388,6.1
laselva,polybotrya_osmundacea,2,2.03,11
laselva,polybotrya_osmundacea,2,2.0297,13.1
laselva,polybotrya_osmundacea,2,2.0002,14.8
laselva,polybotrya_osmundacea,2,1.9562,16.8
laselva,polybotrya_osmundacea,2,1.8026,20.1
laselva,polybotrya_osmundacea,3,2.2216,2.9
laselva,polybotrya_osmundacea,3,2.209,8.7
laselva,polybotrya_osmundacea,3,2.1911,10
laselva,polybotrya_osmundacea,3,2.1739,11.9
laselva,polybotrya_osmundacea,3,2.1652,12.1
laselva,polybotrya_osmundacea,3,2.1508,14
laselva,polybotrya_osmundacea,3,2.1273,14
laselva,polybotrya_osmundacea,3,2.0231,16
laselva,polybotrya_osmundacea,4,1.9188,5
laselva,polybotrya_osmundacea,4,1.9068,7.2
laselva,polybotrya_osmundacea,4,1.8976,10.9
laselva,polybotrya_osmundacea,4,1.8917,11.8
laselva,polybotrya_osmundacea,4,1.872,12
laselva,polybotrya_osmundacea,4,1.853,12
laselva,polybotrya_osmundacea,4,1.8044,14
laselva,polybotrya_osmundacea,4,1.5845,18.5
laselva,polybotrya_osmundacea,5,2.405,2.2
laselva,polybotrya_osmundacea,5,2.3744,3.4
laselva,polybotrya_osmundacea,5,2.3378,12.4
laselva,polybotrya_osmundacea,5,2.3229,12.5
laselva,polybotrya_osmundacea,5,2.035,13
laselva,polybotrya_osmundacea,5,2.0208,13.1
laselva,polybotrya_osmundacea,5,1.8485,17
laselva,polybotrya_osmundacea,6,1.8485,4.9
laselva,polybotrya_osmundacea,6,1.8397,8.2
laselva,polybotrya_osmundacea,6,1.8328,11.1
laselva,polybotrya_osmundacea,6,1.8245,12.1
laselva,polybotrya_osmundacea,6,1.8031,14.1
laselva,polybotrya_osmundacea,6,1.7403,16.7
laselva,polybotrya_osmundacea,6,1.5928,19
laselva,salpichlaena_volubilis,2,3.5408,3.8
laselva,salpichlaena_volubilis,2,3.5259,4.9
laselva,salpichlaena_volubilis,2,3.4859,5.9
laselva,salpichlaena_volubilis,2,3.4491,8.3
laselva,salpichlaena_volubilis,2,3.4148,8
laselva,salpichlaena_volubilis,2,3.3638,10
laselva,salpichlaena_volubilis,2,3.3083,11
laselva,salpichlaena_volubilis,2,3.2644,12.1
laselva,salpichlaena_volubilis,3,2.51,3
laselva,salpichlaena_volubilis,3,2.4835,5.9
laselva,salpichlaena_volubilis,3,2.4581,9.1
laselva,salpichlaena_volubilis,3,2.4327,12.1
laselva,salpichlaena_volubilis,3,2.4044,16.5
laselva,salpichlaena_volubilis,3,2.3738,16.2
laselva,salpichlaena_volubilis,4,1.6363,3
laselva,salpichlaena_volubilis,4,1.5924,12.3
laselva,salpichlaena_volubilis,4,1.5725,12.3
laselva,salpichlaena_volubilis,4,1.5501,13
laselva,salpichlaena_volubilis,4,1.5233,13.8
laselva,salpichlaena_volubilis,4,1.4955,14.8
laselva,salpichlaena_volubilis,4,1.4503,15
laselva,salpichlaena_volubilis,6,2.9375,3
laselva,salpichlaena_volubilis,6,2.8984,8.9
laselva,salpichlaena_volubilis,6,2.893,11.1
laselva,salpichlaena_volubilis,6,2.8691,11.6
laselva,salpichlaena_volubilis,6,2.7831,13.5
laselva,salpichlaena_volubilis,6,2.7171,16
laselva,salpichlaena_volubilis,1,2.468,5.2
laselva,salpichlaena_volubilis,1,2.436,10
laselva,salpichlaena_volubilis,1,2.4157,11
laselva,salpichlaena_volubilis,1,2.3881,11.5
laselva,salpichlaena_volubilis,1,2.2348,13.5
laselva,salpichlaena_volubilis,1,2.2991,13
laselva,salpichlaena_volubilis,5,2.7241,4
laselva,salpichlaena_volubilis,5,2.6393,5
laselva,salpichlaena_volubilis,5,2.6069,9.8
laselva,salpichlaena_volubilis,5,2.5733,10
laselva,salpichlaena_volubilis,5,2.5195,12.9
laselva,salpichlaena_volubilis,5,2.446,14.8
laselva,serpocaulon_loriciforme,10,0.6114,2
laselva,serpocaulon_loriciforme,10,0.6045,3.1
laselva,serpocaulon_loriciforme,10,0.6003,4.1
