site,date,species,niche,plant_no,wet_weight_g,psi_bars,qc
laselva,8/7/2017,polybotrya_osmundacea,climber,2,1.9562,16.8,
laselva,8/7/2017,polybotrya_osmundacea,climber,2,1.8026,20.1,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.2613,init,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.2216,2.9,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.209,8.7,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.1911,10,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.1739,11.9,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.1652,12.1,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.1508,14,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.1273,14,
laselva,8/7/2017,polybotrya_osmundacea,climber,3,2.0231,16,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.9441,init,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.9188,5,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.9068,7.2,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.8976,10.9,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.8917,11.8,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.872,12,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.853,12,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.8044,14,
laselva,8/7/2017,polybotrya_osmundacea,climber,4,1.5845,18.5,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.459,init,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.405,2.2,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.3744,3.4,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.3378,12.4,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.3229,12.5,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.035,13,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,2.0208,13.1,
laselva,8/7/2017,polybotrya_osmundacea,climber,5,1.8485,17,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.8671,init,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.8485,4.9,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.8397,8.2,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.8328,11.1,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.8245,12.1,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.8031,14.1,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.7403,16.7,
laselva,8/7/2017,polybotrya_osmundacea,climber,6,1.5928,19,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.5585,init,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.5408,3.8,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.5259,4.9,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.4859,5.9,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.4491,8.3,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.4148,8,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.3638,10,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.3083,11,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,2,3.2644,12.1,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.5475,init,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.51,3,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.4835,5.9,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.4581,9.1,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.4327,12.1,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.4044,16.5,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,3,2.3738,16.2,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.6365,init,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.6363,3,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.5924,12.3,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.5725,12.3,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.5501,13,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.5233,13.8,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.4955,14.8,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,4,1.4503,15,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,3.034,init,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,2.9375,3,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,2.8984,8.9,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,2.893,11.1,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,2.8691,11.6,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,2.7831,13.5,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,6,2.7171,16,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.485,init,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.468,5.2,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.436,10,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.4157,11,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.3881,11.5,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.2348,13.5,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,1,2.2991,13,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.757,init,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.7241,4,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.6393,5,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.6069,9.8,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.5733,10,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.5195,12.9,
laselva,10/7/2017,salpichlaena_volubilis,terrestrial,5,2.446,14.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.6202,init,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.6114,2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.6045,3.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.6003,4.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.5903,5.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.5872,6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.5795,6.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.5727,7.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.5591,8.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.5529,8.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.539,7.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,10,0.441,12.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0787,init,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0675,2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.057,2.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0494,3.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0422,5.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0338,6.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0284,7.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,1.0225,7.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,0.9971,7,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,0.9875,8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,0.9547,8.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,0.8725,8.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,9,0.7559,13,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.5074,init,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.4946,3.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.4838,4.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.4805,4.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.4735,5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.4716,5.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.467,6.7,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.4572,7.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,3,0.3624,12.9,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4406,init,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4304,1.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4251,4.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4219,5.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4195,6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4136,6.7,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4093,6.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.406,7.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.4016,7.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.3943,7.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.3891,8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.3832,7.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.3759,7.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.3695,7.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.346,6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.3354,4.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,4,0.2432,13.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6789,init,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6712,3.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6671,3.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.663,4.2,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6575,4.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.649,5.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6382,8.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6321,8.7,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.6068,9.9,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.5526,11.3,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,12,0.4692,15,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.8653,init,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.8516,3,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.8405,4.1,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.835,4.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.8262,5.5,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.818,6.9,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.8126,6.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.8018,6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.7904,6.6,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.7731,7.3,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.7575,7.8,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,6,0.6156,12.4,
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,,init,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.662,2.4,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.657,4.5,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.6528,5.4,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.6466,7.1,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.6435,8,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.6404,9.2,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.614,10.2,bad
laselva,8/7/2017,serpocaulon_loriciforme,epiphyte,1,0.5872,10.8,bad
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.8322,init,
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.6489,2.8,
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.6023,6,
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.581,9.9,
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.5376,10.9,
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.4711,11,
laselva,10/7/2017,tectaria_incisa,terrestrial,1,2.2746,12,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.8101,init,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.7433,2.5,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.6897,3.5,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.6446,5.8,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.6073,7.5,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.536,9,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.4622,9.1,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.2175,10.1,
laselva,10/7/2017,tectaria_incisa,terrestrial,2,3.4082,11,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,3.394,init,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,3.2035,2,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,3.1074,4.7,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,3.0894,7,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,2.995,8,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,2.9339,8.2,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,2.8218,9,
laselva,10/7/2017,tectaria_incisa,terrestrial,3,2.6763,9.9,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.4271,init,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.3961,3,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.3871,5,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.331,9.1,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.2975,10.1,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.2695,10.6,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.2388,10.6,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.1907,10.6,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,3.1,11.4,
laselva,10/7/2017,tectaria_incisa,terrestrial,4,2.8181,12.8,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.8988,init,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.8737,3,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.8395,8,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.8127,8,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.7719,8,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.7271,8.5,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.6743,9.2,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.4158,10.9,
laselva,10/7/2017,tectaria_incisa,terrestrial,5,2.032,10.9,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.59,init,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.5157,2,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.4603,3,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.4373,4.9,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.4202,6.3,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.3934,7.1,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.3714,8.2,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.2916,10,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.2594,10.2,
laselva,10/7/2017,tectaria_incisa,terrestrial,6,3.1947,10,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.38,init,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.3618,2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.317,3.8,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.3081,6.1,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.2939,9,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.2675,11.2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.2148,13.5,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.1744,14,
laselva,6/7/2017,thelypteris_curtii,terrestrial,1,1.1021,158,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.4401,init,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.4008,3.5,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.3718,6,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.3625,9,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.35,10.5,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.3231,11.8,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.274,13,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.2194,14,
laselva,6/7/2017,thelypteris_curtii,terrestrial,2,1.1799,14.8,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.9837,init,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.9617,3,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.944,8.8,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.9334,11.1,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.9259,12.4,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.9071,14.1,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.8746,14.2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,3,0.8488,14.9,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.961,init,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.937,3,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.9209,6,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.8854,10.2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.801,12.5,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.7532,14.1,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.7118,15.9,
laselva,6/7/2017,thelypteris_curtii,terrestrial,4,0.6869,17,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,1.072,init,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,1.0527,3.8,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,1.04014,7.5,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,1.0263,8.2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,1.013,9.6,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,1.0016,10.4,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,0.978,11,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,0.9453,11.8,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,0.9283,12.7,
laselva,6/7/2017,thelypteris_curtii,terrestrial,5,0.6786,18,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.3303,init,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.3078,3.2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.2905,11,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.272,9.9,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.2632,12.1,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.2185,12.4,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.1572,13.5,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.0678,14.2,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,1.0306,16.1,
laselva,6/7/2017,thelypteris_curtii,terrestrial,6,0.7711,17.1,
laselva,10/7/2017,thelypteris_dentata,terrestrial,1,1.2557,init,
laselva,10/7/2017,thelypteris_dentata,terrestrial,1,1.2448,10,
laselva,10/7/2017,thelypteris_dentata,terrestrial,1,1.22,10,
laselva,10/7/2017,thelypteris_dentata,terrestrial,1,1.1872,12,
laselva,10/7/2017,thelypteris_dentata,terrestrial,1,1.1623,13,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.34,init,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.3357,7,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.3206,8.9,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.3006,10,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.2796,11,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.2644,11,
laselva,10/7/2017,thelypteris_dentata,terrestrial,2,1.2192,12,
laselva,10/7/2017,thelypteris_dentata,terrestrial,3,0.4437,init,
laselva,10/7/2017,thelypteris_dentata,terrestrial,3,0.437,9,
laselva,10/7/2017,thelypteris_dentata,terrestrial,3,0.4306,9.9,
laselva,10/7/2017,thelypteris_dentata,terrestrial,3,0.4185,10.5,
laselva,10/7/2017,thelypteris_dentata,terrestrial,3,0.4065,11.5,
laselva,10/7/2017,thelypteris_dentata,terrestrial,3,0.3809,12.5,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.5733,init,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.5624,7,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.5536,7,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.5405,9.7,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.5255,10.6,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.5167,10.6,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.508,11,
laselva,10/7/2017,thelypteris_dentata,terrestrial,4,0.4822,12,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6925,init,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6825,4,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6727,4,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6594,5.8,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6496,7,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6348,9,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6244,10,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.6135,11,
laselva,10/7/2017,thelypteris_dentata,terrestrial,6,0.5723,12.1,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.8269,init,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.8122,9,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.8028,13,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.7899,14.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.7752,15.2,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.7529,16.4,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.721,17.7,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,1,0.6641,19.9,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.4089,init,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.36,5.1,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.3131,9,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.2787,12.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.2419,14.2,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.1967,14.2,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.1353,15,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,2.0889,15.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,1.9901,16.6,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,2,1.6732,21.8,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.9231,init,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.8674,3.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.8383,10,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.7788,14,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.7669,15.8,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.7009,16,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.6409,17.1,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,3,1.4319,21.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,1.003,init,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.976,11.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.9654,14,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.9546,15,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.9442,15.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.9314,16.4,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.8985,17.2,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,5,0.8448,19,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.7655,init,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.7212,3,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.6972,9.9,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.6868,11,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.6667,11.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.6365,12,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.6092,12.3,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.5758,12.8,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.5432,14,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.5048,14,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.4608,14.8,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.3933,15.5,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,6,1.3363,16.2,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,4,0.9165,init,
laselva,14/7/2017,thelypteris_nicaraguensis,terrestrial,4,0.8953,2.8,
