site,date,species,niche,plant_no,wet_weight_g,psi_bars,qc
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.296,11.1,
laselva,10/8/2017,cyclopeltis_semicordata,terrestrial,8,1.2696,12.9,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,4,1.0146,init,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,4,0.999,7.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,4,0.9804,11,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,4,0.9753,12,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,4,0.9598,13,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,4,0.9321,15,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.8314,init,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.8095,7.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.8009,10.1,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.7937,11.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.7847,11.8,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.7759,12.1,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,2,0.697,13.8,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,3,1.5794,init,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,3,1.5535,7,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,3,1.4619,11.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,3,1.4445,12,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,3,1.3054,13.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.5592,init,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.5366,3.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.5195,4,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.7969,7,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.4756,8,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.4549,9.9,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.4297,10,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,1,1.3121,11.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.3865,init,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.359,5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.3345,5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.3142,7,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.3058,8,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.2921,8.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.2362,11.5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.1535,13,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,5,1.025,14,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.9459,init,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.9226,3.9,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.9108,5,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.8212,10,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.7592,11,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.6889,12,
laselva,10/7/2017,diplazium_straitastrum,terrestrial,6,1.4894,14,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6208,init,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6142,2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6124,3.9,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6101,6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6068,6.7,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6046,9.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.6021,10.2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.5986,12.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.597,15,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.5961,16.9,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.5903,19,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.567,21.2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,1,0.5381,23,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1853,init,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1801,0.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.176,2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.165,2.3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1602,3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1549,3.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1514,3.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1479,4.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1456,5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1431,5.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1415,6.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1323,8.9,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1241,10,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1213,10.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.1079,11,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.0754,11.9,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.0428,12.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,2,1.0185,13,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5608,init,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5583,2.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.556,2.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5549,3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5516,3.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5509,4.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5492,6.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5457,10.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.543,14.4,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5408,19.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,3,0.5338,22,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.5075,init,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.5067,2.4,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.5046,4.7,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.5031,6.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.5007,8.2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.498,10,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.4938,11,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.4905,11,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.4796,11.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.4679,12.3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.455,12.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,4,0.4419,13,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5483,init,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5433,3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5415,3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5377,7.7,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5342,9.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5305,12.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5264,13.9,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5224,13.9,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.5097,15,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.4912,16.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.4742,16.2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,5,0.4555,17.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4678,init,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.465,0.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4598,3.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4584,3.3,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4546,5.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4517,12.2,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4505,13.6,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4471,15.1,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.442,16,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4319,16.5,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4191,17,
laselva,20/7/2017,elaphoglossum_amygdalifolium,hemi-epiphyte,6,0.4032,17.1,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0572,init,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0551,1.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0515,4,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0501,5.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0458,5.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0457,7.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0449,7.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0418,7.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.038,9.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0333,9.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0279,13.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0231,15.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0181,15.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.0079,17.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,1,1.006,17.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3565,init,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3471,2.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3414,3.4,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3358,5.1,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3274,5.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.32,8.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3123,10,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.3051,10.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.2945,11.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.2838,13.1,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.2751,13.1,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,2,1.2488,14.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4823,init,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4763,2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4737,4.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.47,5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4683,5.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.465,5.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4595,6.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4575,8.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.453,9.1,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4473,10.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4441,11.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4373,12.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4325,14,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,3,1.4256,15.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.6361,init,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.6297,2.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.6255,3.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.6184,4.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.6135,4.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.6074,5.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.5999,6.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.5935,8.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.585,9.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.5812,11.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.5746,11.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.564,11.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.5574,12.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,4,1.5477,13.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.6133,init,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.6042,3.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.596,4.4,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5899,5.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5825,7,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5761,8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5689,11.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5615,12.7,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5535,14.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,5,1.5392,16.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.4228,init,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.4218,1,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.413,4.8,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.405,6.4,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.4006,7.2,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3957,9.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3947,9.6,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3929,9.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.383,10.7,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3805,11.5,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3733,12.7,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3766,13.7,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3579,15.9,
laselva,19/7/2017,elaphoglossum_herminieri,epiphyte,6,1.3528,19.9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9302,init,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.927,2.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9251,3,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9233,4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9214,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.92,5.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9194,7,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9178,7,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9124,9.8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.9055,13.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.8969,14.4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,1,0.8897,15.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.3133,init,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.3083,1.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.3053,2.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.301,3.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2981,4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.295,4.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2922,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2895,5.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2862,6,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2836,7,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2811,7,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2705,9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.265,10.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2327,12.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2209,12.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,2,1.2108,12.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8383,init,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8262,2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8199,4.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8166,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8142,7.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8136,9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8078,9.8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8054,10,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.8026,11,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.7979,13.4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,3,1.788,15,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7587,init,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7538,0.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7464,2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7438,3.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7398,3.8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7375,4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7342,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7312,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7284,6.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7237,8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7191,9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.7085,10.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.701,11.1,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.689,12,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.682,12.8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,4,1.6636,13,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.3096,init,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2901,1.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2856,2.6,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2827,3.4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2808,4.7,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2787,4.7,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2764,4.8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2752,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2746,5.9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2693,8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2667,8,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.259,11,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.247,14.9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.2357,15.1,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,5,2.261,17.9,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8929,init,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8852,1.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8764,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8698,5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8616,6.2,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8565,6.4,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8501,8.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8377,9.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.8238,10.3,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.809,12,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.7875,13.5,
laselva,18/7/2017,elaphoglossum_latifolia,epiphyte,6,1.766,13.9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,1,1.4721,init,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,1,104746,11,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,1,1.4649,12,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,1,1.46,12.5,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,1,1.4418,15,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,2,2.5838,init,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,2,2.5656,4,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,2,2.5402,5.8,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,2,2.5195,11.9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,2,2.5039,12.5,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.88,init,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.8595,1.8,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.8333,2.5,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.787,2.5,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.7275,2.5,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.7003,2.7,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.9744,4,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.5218,7.9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.4822,9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.4375,9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.3739,9.9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,3,4.3177,10,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.5115,init,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.5009,1,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.4773,1.8,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.4433,1.8,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.3595,10,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.3461,11,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,4,1.3139,12,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.902,init,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.884,1,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.8653,1.6,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.7594,10,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.7519,10,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.7439,11,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.7224,11.9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,5,1.706,12,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,6,1.683,init,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,6,1.6894,6.8,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,6,1.6925,8.9,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,6,1.6829,9.6,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,6,1.6767,12,
laselva,10/7/2017,lomariopsis_japurensis,hemi-epiphyte,6,1.6764,17,
