site,species,plant_no,disk,region,sto1,sto2,sto3,fov_mm2
la_selva,elaphoglossum_herminieri,1,2,2,3,4,3,0.159
la_selva,elaphoglossum_herminieri,1,2,3,6,3,4,0.159
la_selva,elaphoglossum_herminieri,1,3,1,5,3,6,0.159
la_selva,elaphoglossum_herminieri,1,3,2,3,1,5,0.159
la_selva,elaphoglossum_herminieri,1,3,3,3,6,4,0.159
la_selva,elaphoglossum_herminieri,2,1,1,5,2,5,0.159
la_selva,elaphoglossum_herminieri,2,1,2,4,5,4,0.159
la_selva,elaphoglossum_herminieri,2,1,3,5,4,4,0.159
la_selva,elaphoglossum_herminieri,2,2,1,5,7,1,0.159
la_selva,elaphoglossum_herminieri,2,2,2,6,4,6,0.159
la_selva,elaphoglossum_herminieri,2,2,3,4,6,6,0.159
la_selva,elaphoglossum_herminieri,2,3,1,5,8,3,0.159
la_selva,elaphoglossum_herminieri,2,3,2,6,4,6,0.159
la_selva,elaphoglossum_herminieri,2,3,3,5,8,7,0.159
la_selva,elaphoglossum_herminieri,3,1,1,3,3,5,0.159
la_selva,elaphoglossum_herminieri,3,1,2,4,4,6,0.159
la_selva,elaphoglossum_herminieri,3,1,3,3,4,6,0.159
la_selva,elaphoglossum_herminieri,3,2,1,3,5,5,0.159
la_selva,elaphoglossum_herminieri,3,2,2,5,4,4,0.159
la_selva,elaphoglossum_herminieri,3,2,3,5,3,4,0.159
la_selva,elaphoglossum_herminieri,3,3,1,4,4,4,0.159
la_selva,elaphoglossum_herminieri,3,3,2,3,5,4,0.159
la_selva,elaphoglossum_herminieri,3,3,3,5,6,3,0.159
la_selva,elaphoglossum_herminieri,4,1,1,3,4,4,0.159
la_selva,elaphoglossum_herminieri,4,1,2,5,6,6,0.159
la_selva,elaphoglossum_herminieri,4,1,3,4,6,3,0.159
la_selva,elaphoglossum_herminieri,4,2,1,3,5,4,0.159
la_selva,elaphoglossum_herminieri,4,2,2,5,5,5,0.159
la_selva,elaphoglossum_herminieri,4,2,3,3,5,5,0.159
la_selva,elaphoglossum_herminieri,4,3,1,6,7,6,0.159
la_selva,elaphoglossum_herminieri,4,2,2,5,5,3,0.159
la_selva,elaphoglossum_herminieri,4,2,3,3,4,4,0.159
la_selva,elaphoglossum_herminieri,5,1,1,4,4,4,0.159
la_selva,elaphoglossum_herminieri,5,1,2,3,5,5,0.159
la_selva,elaphoglossum_herminieri,5,1,3,3,1,6,0.159
la_selva,elaphoglossum_herminieri,5,2,1,5,5,5,0.159
la_selva,elaphoglossum_herminieri,5,2,2,5,4,5,0.159
la_selva,elaphoglossum_herminieri,5,2,3,7,3,5,0.159
la_selva,elaphoglossum_herminieri,5,3,1,4,4,5,0.159
la_selva,elaphoglossum_herminieri,5,2,2,5,7,4,0.159
la_selva,elaphoglossum_herminieri,5,2,3,5,5,5,0.159
la_selva,elaphoglossum_herminieri,6,1,1,3,3,2,0.159
la_selva,elaphoglossum_herminieri,6,1,2,4,3,3,0.159
la_selva,elaphoglossum_herminieri,6,1,3,3,5,6,0.159
la_selva,elaphoglossum_herminieri,6,2,1,4,2,4,0.159
la_selva,elaphoglossum_herminieri,6,2,2,5,1,2,0.159
la_selva,elaphoglossum_herminieri,6,2,3,4,3,3,0.159
la_selva,elaphoglossum_herminieri,6,3,1,3,3,4,0.159
la_selva,elaphoglossum_herminieri,6,2,2,4,4,3,0.159
la_selva,elaphoglossum_herminieri,6,2,3,3,4,5,0.159
la_selva,elaphoglossum_latifolium,1,1,1,5,5,7,0.159
la_selva,elaphoglossum_latifolium,1,1,2,6,4,7,0.159
la_selva,elaphoglossum_latifolium,1,1,3,5,5,7,0.159
la_selva,elaphoglossum_latifolium,1,2,1,7,6,6,0.159
la_selva,elaphoglossum_latifolium,1,2,2,3,4,5,0.159
la_selva,elaphoglossum_latifolium,1,2,3,4,4,6,0.159
la_selva,elaphoglossum_latifolium,1,3,1,5,5,5,0.159
la_selva,elaphoglossum_latifolium,1,3,2,4,4,6,0.159
la_selva,elaphoglossum_latifolium,1,3,3,5,4,5,0.159
la_selva,elaphoglossum_latifolium,2,1,1,5,6,6,0.159
la_selva,elaphoglossum_latifolium,2,1,2,4,6,4,0.159
la_selva,elaphoglossum_latifolium,2,1,3,5,4,6,0.159
la_selva,elaphoglossum_latifolium,2,2,1,3,4,5,0.159
la_selva,elaphoglossum_latifolium,2,2,2,4,6,7,0.159
la_selva,elaphoglossum_latifolium,2,2,3,5,8,8,0.159
la_selva,elaphoglossum_latifolium,2,3,1,5,5,7,0.159
la_selva,elaphoglossum_latifolium,2,3,2,3,4,4,0.159
la_selva,elaphoglossum_latifolium,2,3,3,3,7,6,0.159
la_selva,elaphoglossum_latifolium,3,1,1,7,7,6,0.159
la_selva,elaphoglossum_latifolium,3,1,2,7,3,6,0.159
la_selva,elaphoglossum_latifolium,3,1,3,5,4,6,0.159
la_selva,elaphoglossum_latifolium,3,2,1,5,6,7,0.159
la_selva,elaphoglossum_latifolium,3,2,2,6,7,5,0.159
la_selva,elaphoglossum_latifolium,3,2,3,7,8,7,0.159
la_selva,elaphoglossum_latifolium,3,3,1,5,4,5,0.159
la_selva,elaphoglossum_latifolium,3,3,2,7,5,3,0.159
la_selva,elaphoglossum_latifolium,3,3,3,3,4,5,0.159
la_selva,elaphoglossum_latifolium,4,1,1,4,6,7,0.159
la_selva,elaphoglossum_latifolium,4,1,2,5,5,5,0.159
la_selva,elaphoglossum_latifolium,4,1,3,7,6,7,0.159
la_selva,elaphoglossum_latifolium,4,2,1,5,5,4,0.159
la_selva,elaphoglossum_latifolium,4,2,2,3,2,5,0.159
la_selva,elaphoglossum_latifolium,4,2,3,5,6,5,0.159
la_selva,elaphoglossum_latifolium,4,3,1,7,5,5,0.159
la_selva,elaphoglossum_latifolium,4,3,2,5,7,7,0.159
la_selva,elaphoglossum_latifolium,4,3,3,4,6,4,0.159
la_selva,elaphoglossum_latifolium,5,1,1,2,2,3,0.159
la_selva,elaphoglossum_latifolium,5,1,2,4,4,3,0.159
la_selva,elaphoglossum_latifolium,5,1,3,3,3,3,0.159
la_selva,elaphoglossum_latifolium,5,2,1,3,1,2,0.159
la_selva,elaphoglossum_latifolium,5,2,2,4,3,3,0.159
la_selva,elaphoglossum_latifolium,5,2,3,2,3,2,0.159
la_selva,elaphoglossum_latifolium,5,3,1,3,4,2,0.159
la_selva,elaphoglossum_latifolium,5,3,2,1,3,3,0.159
la_selva,elaphoglossum_latifolium,5,3,3,4,4,4,0.159
la_selva,elaphoglossum_latifolium,6,1,1,5,7,6,0.159
la_selva,elaphoglossum_latifolium,6,1,2,5,4,5,0.159
la_selva,elaphoglossum_latifolium,6,1,3,6,4,3,0.159
la_selva,elaphoglossum_latifolium,6,2,1,8,7,5,0.159
la_selva,elaphoglossum_latifolium,6,2,2,6,6,5,0.159
la_selva,elaphoglossum_latifolium,6,2,3,2,5,6,0.159
la_selva,elaphoglossum_latifolium,6,3,1,4,6,4,0.159
la_selva,elaphoglossum_latifolium,6,2,2,7,6,5,0.159
la_selva,elaphoglossum_latifolium,6,2,3,4,7,3,0.159
la_selva,lomariopsis_japurensis,1,1,1,6,4,4,0.16
la_selva,lomariopsis_japurensis,1,1,2,5,5,5,0.16
la_selva,lomariopsis_japurensis,1,1,3,3,5,5,0.16
la_selva,lomariopsis_japurensis,1,2,1,6,6,6,0.16
la_selva,lomariopsis_japurensis,1,2,2,5,6,5,0.16
la_selva,lomariopsis_japurensis,1,2,3,5,5,4,0.16
la_selva,lomariopsis_japurensis,1,3,1,3,5,5,0.16
la_selva,lomariopsis_japurensis,1,3,2,6,3,6,0.16
la_selva,lomariopsis_japurensis,1,3,3,4,4,2,0.16
la_selva,lomariopsis_japurensis,2,1,1,6,6,4,0.16
la_selva,lomariopsis_japurensis,2,1,2,5,7,4,0.16
la_selva,lomariopsis_japurensis,2,1,3,5,6,5,0.16
la_selva,lomariopsis_japurensis,2,2,1,7,7,7,0.16
la_selva,lomariopsis_japurensis,2,2,2,7,6,8,0.16
la_selva,lomariopsis_japurensis,2,2,3,5,6,5,0.16
la_selva,lomariopsis_japurensis,2,3,1,6,5,3,0.16
la_selva,lomariopsis_japurensis,2,3,2,6,7,8,0.16
la_selva,lomariopsis_japurensis,2,3,3,6,3,7,0.16
la_selva,lomariopsis_japurensis,3,1,1,8,8,7,0.16
la_selva,lomariopsis_japurensis,3,1,2,6,8,7,0.16
la_selva,lomariopsis_japurensis,3,1,3,6,8,6,0.16
la_selva,lomariopsis_japurensis,3,2,1,4,5,4,0.16
la_selva,lomariopsis_japurensis,3,2,2,4,8,4,0.16
la_selva,lomariopsis_japurensis,3,2,3,6,8,6,0.16
la_selva,lomariopsis_japurensis,3,3,1,4,6,5,0.16
la_selva,lomariopsis_japurensis,3,3,2,5,6,4,0.16
la_selva,lomariopsis_japurensis,3,3,3,6,7,4,0.16
la_selva,lomariopsis_japurensis,4,1,1,6,5,4,0.16
la_selva,lomariopsis_japurensis,4,1,2,5,5,6,0.16
la_selva,lomariopsis_japurensis,4,1,3,4,7,6,0.16
la_selva,lomariopsis_japurensis,4,2,1,8,6,8,0.16
la_selva,lomariopsis_japurensis,4,2,2,5,6,6,0.16
la_selva,lomariopsis_japurensis,4,2,3,5,7,6,0.16
la_selva,lomariopsis_japurensis,4,3,1,5,7,7,0.16
la_selva,lomariopsis_japurensis,4,2,2,5,6,6,0.16
la_selva,lomariopsis_japurensis,4,2,3,9,5,8,0.16
la_selva,lomariopsis_japurensis,5,1,1,6,6,4,0.16
la_selva,lomariopsis_japurensis,5,1,2,5,4,4,0.16
la_selva,lomariopsis_japurensis,5,1,3,4,4,4,0.16
la_selva,lomariopsis_japurensis,5,2,1,7,6,5,0.16
la_selva,lomariopsis_japurensis,5,2,2,6,4,5,0.16
la_selva,lomariopsis_japurensis,5,2,3,5,5,6,0.16
la_selva,lomariopsis_japurensis,5,3,1,2,3,7,0.16
la_selva,lomariopsis_japurensis,5,2,2,3,7,4,0.16
la_selva,lomariopsis_japurensis,5,2,3,5,7,6,0.16
la_selva,lomariopsis_japurensis,6,1,1,5,7,5,0.16
la_selva,lomariopsis_japurensis,6,1,2,5,5,6,0.16
la_selva,lomariopsis_japurensis,6,1,3,5,5,6,0.16
la_selva,lomariopsis_japurensis,6,2,1,4,4,5,0.16
la_selva,lomariopsis_japurensis,6,2,2,6,4,6,0.16
la_selva,lomariopsis_japurensis,6,2,3,7,6,4,0.16
la_selva,lomariopsis_japurensis,6,3,1,10,7,7,0.16
la_selva,lomariopsis_japurensis,6,2,2,7,6,5,0.16
la_selva,lomariopsis_japurensis,6,2,3,7,6,8,0.16
la_selva,mickelia_nicotianifolia,1,1,1,3,2,2,0.166
la_selva,mickelia_nicotianifolia,1,1,2,2,2,2,0.166
la_selva,mickelia_nicotianifolia,1,1,3,3,4,4,0.166
la_selva,mickelia_nicotianifolia,1,2,1,4,2,3,0.166
la_selva,mickelia_nicotianifolia,1,2,2,4,3,5,0.166
la_selva,mickelia_nicotianifolia,1,2,3,3,3,5,0.166
la_selva,mickelia_nicotianifolia,1,3,1,4,4,3,0.166
la_selva,mickelia_nicotianifolia,1,3,2,3,5,4,0.166
la_selva,mickelia_nicotianifolia,1,3,3,2,6,4,0.166
la_selva,mickelia_nicotianifolia,2,1,1,6,6,4,0.166
la_selva,mickelia_nicotianifolia,2,1,2,5,6,6,0.166
la_selva,mickelia_nicotianifolia,2,1,3,5,5,4,0.166
la_selva,mickelia_nicotianifolia,2,2,1,5,4,4,0.166
la_selva,mickelia_nicotianifolia,2,2,2,2,3,5,0.166
la_selva,mickelia_nicotianifolia,2,2,3,3,3,3,0.166
la_selva,mickelia_nicotianifolia,2,3,1,4,2,1,0.166
la_selva,mickelia_nicotianifolia,2,3,2,5,3,3,0.166
la_selva,mickelia_nicotianifolia,2,3,3,5,3,5,0.166
la_selva,mickelia_nicotianifolia,3,1,1,3,2,5,0.166
la_selva,mickelia_nicotianifolia,3,1,2,3,4,3,0.166
la_selva,mickelia_nicotianifolia,3,1,3,4,5,3,0.166
la_selva,mickelia_nicotianifolia,3,2,1,4,5,2,0.166
la_selva,mickelia_nicotianifolia,3,2,2,4,4,5,0.166
la_selva,mickelia_nicotianifolia,3,2,3,5,2,5,0.166
la_selva,mickelia_nicotianifolia,3,3,1,3,4,3,0.166
la_selva,mickelia_nicotianifolia,3,3,2,2,4,3,0.166
la_selva,mickelia_nicotianifolia,3,3,3,3,1,5,0.166
la_selva,mickelia_nicotianifolia,4,1,1,5,2,5,0.166
la_selva,mickelia_nicotianifolia,4,1,2,3,4,3,0.166
la_selva,mickelia_nicotianifolia,4,1,3,3,6,4,0.166
la_selva,mickelia_nicotianifolia,4,2,1,4,5,5,0.166
la_selva,mickelia_nicotianifolia,4,2,2,4,4,5,0.166
la_selva,mickelia_nicotianifolia,4,2,3,4,2,3,0.166
la_selva,mickelia_nicotianifolia,4,3,1,4,5,4,0.166
la_selva,mickelia_nicotianifolia,4,3,2,5,3,6,0.166
la_selva,mickelia_nicotianifolia,4,3,3,4,6,5,0.166
la_selva,mickelia_nicotianifolia,5,1,1,3,3,3,0.166
la_selva,mickelia_nicotianifolia,5,1,2,2,1,1,0.166
la_selva,mickelia_nicotianifolia,5,1,3,3,2,1,0.166
la_selva,mickelia_nicotianifolia,5,2,1,3,2,2,0.166
la_selva,mickelia_nicotianifolia,5,2,2,1,2,3,0.166
la_selva,mickelia_nicotianifolia,5,2,3,3,4,2,0.166
la_selva,mickelia_nicotianifolia,5,3,1,3,2,2,0.166
la_selva,mickelia_nicotianifolia,5,3,2,2,1,2,0.166
la_selva,mickelia_nicotianifolia,5,3,3,4,3,3,0.166
la_selva,mickelia_nicotianifolia,6,1,1,1,2,2,0.166
la_selva,mickelia_nicotianifolia,6,1,2,3,4,5,0.166
la_selva,mickelia_nicotianifolia,6,1,3,3,4,4,0.166
la_selva,mickelia_nicotianifolia,6,2,1,4,2,4,0.166
la_selva,mickelia_nicotianifolia,6,2,2,3,2,3,0.166
la_selva,mickelia_nicotianifolia,6,2,3,5,3,3,0.166
la_selva,mickelia_nicotianifolia,6,3,1,3,4,5,0.166
la_selva,mickelia_nicotianifolia,6,2,2,4,3,4,0.166
la_selva,mickelia_nicotianifolia,6,2,3,4,5,4,0.166
la_selva,nephrolepis_biserrata,1,1,1,6,7,7,0.159
la_selva,nephrolepis_biserrata,1,1,2,7,6,7,0.159
la_selva,nephrolepis_biserrata,1,1,3,8,5,7,0.159
la_selva,nephrolepis_biserrata,1,2,1,6,6,8,0.159
la_selva,nephrolepis_biserrata,1,2,2,7,5,9,0.159
la_selva,nephrolepis_biserrata,1,2,3,5,7,6,0.159
la_selva,nephrolepis_biserrata,1,3,1,8,6,8,0.159
la_selva,nephrolepis_biserrata,1,3,2,7,7,4,0.159
la_selva,nephrolepis_biserrata,1,3,3,9,7,8,0.159
la_selva,nephrolepis_biserrata,2,1,1,12,11,8,0.159
la_selva,nephrolepis_biserrata,2,1,2,7,11,9,0.159
la_selva,nephrolepis_biserrata,2,1,3,8,8,10,0.159
la_selva,nephrolepis_biserrata,2,2,1,12,10,12,0.159
la_selva,nephrolepis_biserrata,2,2,2,10,11,10,0.159
la_selva,nephrolepis_biserrata,2,2,3,12,12,8,0.159
la_selva,nephrolepis_biserrata,2,3,1,7,9,9,0.159
la_selva,nephrolepis_biserrata,2,3,2,10,10,8,0.159
la_selva,nephrolepis_biserrata,2,3,3,11,7,11,0.159
la_selva,nephrolepis_biserrata,3,1,1,8,9,11,0.159
la_selva,nephrolepis_biserrata,3,1,2,10,6,10,0.159
la_selva,nephrolepis_biserrata,3,1,3,8,7,9,0.159
la_selva,nephrolepis_biserrata,3,2,1,6,8,6,0.159
la_selva,nephrolepis_biserrata,3,2,2,7,7,8,0.159
la_selva,nephrolepis_biserrata,3,2,3,8,8,8,0.159
la_selva,nephrolepis_biserrata,3,3,1,6,5,5,0.159
la_selva,nephrolepis_biserrata,3,3,2,4,6,6,0.159
la_selva,nephrolepis_biserrata,3,3,3,8,6,6,0.159
la_selva,nephrolepis_biserrata,6,1,1,8,7,7,0.159
la_selva,nephrolepis_biserrata,6,1,2,5,10,5,0.159
la_selva,nephrolepis_biserrata,6,1,3,7,7,8,0.159
la_selva,nephrolepis_biserrata,6,2,1,10,12,9,0.159
la_selva,nephrolepis_biserrata,6,2,2,8,7,8,0.159
la_selva,nephrolepis_biserrata,6,2,3,9,7,11,0.159
la_selva,nephrolepis_biserrata,6,3,1,9,7,7,0.159
la_selva,nephrolepis_biserrata,6,2,2,10,9,11,0.159
la_selva,nephrolepis_biserrata,6,2,3,8,6,9,0.159
la_selva,nephrolepis_biserrata,8,1,1,6,9,8,0.159
la_selva,nephrolepis_biserrata,8,1,2,9,8,8,0.159
la_selva,nephrolepis_biserrata,8,1,3,9,8,9,0.159
la_selva,nephrolepis_biserrata,8,2,1,9,10,7,0.159
la_selva,nephrolepis_biserrata,8,2,2,9,9,9,0.159
la_selva,nephrolepis_biserrata,8,2,3,9,8,9,0.159
la_selva,nephrolepis_biserrata,8,3,1,9,10,9,0.159
la_selva,nephrolepis_biserrata,8,2,2,9,7,8,0.159
la_selva,nephrolepis_biserrata,8,2,3,10,9,9,0.159
la_selva,nephrolepis_biserrata,9,1,1,7,8,8,0.159
la_selva,nephrolepis_biserrata,9,1,2,7,8,8,0.159
la_selva,nephrolepis_biserrata,9,1,3,6,10,8,0.159
la_selva,nephrolepis_biserrata,9,2,1,10,9,9,0.159
la_selva,nephrolepis_biserrata,9,2,2,10,9,7,0.159
la_selva,nephrolepis_biserrata,9,2,3,7,12,11,0.159
la_selva,nephrolepis_biserrata,9,3,1,6,9,9,0.159
la_selva,nephrolepis_biserrata,9,3,2,6,8,8,0.159
la_selva,nephrolepis_biserrata,9,3,3,9,10,9,0.159
la_selva,nephrolepis_rivularis,1,1,1,9,5,7,0.159
la_selva,nephrolepis_rivularis,1,1,2,6,8,5,0.159
la_selva,nephrolepis_rivularis,1,1,3,4,5,6,0.159
la_selva,nephrolepis_rivularis,1,2,1,6,5,5,0.159
la_selva,nephrolepis_rivularis,1,2,2,6,7,5,0.159
la_selva,nephrolepis_rivularis,1,2,3,6,5,6,0.159
la_selva,nephrolepis_rivularis,1,3,1,4,6,6,0.159
la_selva,nephrolepis_rivularis,1,3,2,6,6,3,0.159
la_selva,nephrolepis_rivularis,1,3,3,6,6,6,0.159
la_selva,nephrolepis_rivularis,2,1,1,5,6,4,0.159
la_selva,nephrolepis_rivularis,2,1,2,3,5,4,0.159
la_selva,nephrolepis_rivularis,2,1,3,6,4,7,0.159
la_selva,nephrolepis_rivularis,2,2,1,6,7,7,0.159
la_selva,nephrolepis_rivularis,2,2,2,6,4,5,0.159
la_selva,nephrolepis_rivularis,2,2,3,3,4,4,0.159
la_selva,nephrolepis_rivularis,2,3,1,5,5,5,0.159
la_selva,nephrolepis_rivularis,2,3,2,7,6,4,0.159
la_selva,nephrolepis_rivularis,2,3,3,7,6,8,0.159
la_selva,nephrolepis_rivularis,3,1,1,7,7,5,0.159
la_selva,nephrolepis_rivularis,3,1,2,7,4,6,0.159
la_selva,nephrolepis_rivularis,3,1,3,6,5,6,0.159
la_selva,nephrolepis_rivularis,3,2,1,5,6,5,0.159
la_selva,nephrolepis_rivularis,3,2,2,6,9,7,0.159
la_selva,nephrolepis_rivularis,3,2,3,6,5,4,0.159
la_selva,nephrolepis_rivularis,3,3,1,5,4,6,0.159
la_selva,nephrolepis_rivularis,3,3,2,5,6,5,0.159
la_selva,nephrolepis_rivularis,3,3,3,7,6,7,0.159
la_selva,nephrolepis_rivularis,4,1,1,5,3,3,0.159
la_selva,nephrolepis_rivularis,4,1,2,4,3,3,0.159
la_selva,nephrolepis_rivularis,4,1,3,3,3,4,0.159
la_selva,nephrolepis_rivularis,4,2,1,5,4,5,0.159
la_selva,nephrolepis_rivularis,4,2,2,6,3,6,0.159
la_selva,nephrolepis_rivularis,4,2,3,3,3,4,0.159
la_selva,nephrolepis_rivularis,4,3,1,4,5,1,0.159
la_selva,nephrolepis_rivularis,4,2,2,3,2,4,0.159
la_selva,nephrolepis_rivularis,4,2,3,3,6,5,0.159
la_selva,nephrolepis_rivularis,5,1,1,2,2,2,0.159
la_selva,nephrolepis_rivularis,5,1,2,4,5,5,0.159
la_selva,nephrolepis_rivularis,5,1,3,4,5,5,0.159
la_selva,nephrolepis_rivularis,5,2,1,2,3,6,0.159
la_selva,nephrolepis_rivularis,5,2,2,4,5,4,0.159
la_selva,nephrolepis_rivularis,5,2,3,5,3,4,0.159
la_selva,nephrolepis_rivularis,5,3,1,4,3,1,0.159
la_selva,nephrolepis_rivularis,5,2,2,6,4,5,0.159
la_selva,nephrolepis_rivularis,5,2,3,4,5,4,0.159
la_selva,nephrolepis_rivularis,6,1,1,5,4,6,0.159
la_selva,nephrolepis_rivularis,6,1,2,6,7,5,0.159
la_selva,nephrolepis_rivularis,6,1,3,6,5,7,0.159
la_selva,nephrolepis_rivularis,6,2,1,6,6,6,0.159
la_selva,nephrolepis_rivularis,6,2,2,7,5,4,0.159
la_selva,nephrolepis_rivularis,6,2,3,7,5,7,0.159
la_selva,nephrolepis_rivularis,6,3,1,3,6,5,0.159
la_selva,nephrolepis_rivularis,6,3,2,7,4,4,0.159
la_selva,nephrolepis_rivularis,6,3,3,5,6,5,0.159
la_selva,oleandra_articulata,1,1,1,19,24,25,0.166
la_selva,oleandra_articulata,1,1,2,21,20,23,0.166
la_selva,oleandra_articulata,1,1,3,20,22,23,0.166
la_selva,oleandra_articulata,1,2,1,24,18,23,0.166
la_selva,oleandra_articulata,1,2,2,19,21,19,0.166
la_selva,oleandra_articulata,1,2,3,19,24,23,0.166
la_selva,oleandra_articulata,1,3,1,18,18,18,0.166
la_selva,oleandra_articulata,1,3,2,19,18,20,0.166
la_selva,oleandra_articulata,1,3,3,18,17,20,0.166
la_selva,oleandra_articulata,3,1,1,10,17,14,0.166
la_selva,oleandra_articulata,3,1,2,13,15,13,0.166
la_selva,oleandra_articulata,3,1,3,10,14,13,0.166
la_selva,oleandra_articulata,3,2,1,18,16,17,0.166
la_selva,oleandra_articulata,3,2,2,15,16,17,0.166
la_selva,oleandra_articulata,3,2,3,10,18,16,0.166
la_selva,oleandra_articulata,3,3,1,16,15,14,0.166
la_selva,oleandra_articulata,3,3,2,14,15,16,0.166
la_selva,oleandra_articulata,3,3,3,16,15,15,0.166
la_selva,oleandra_articulata,5,1,1,18,17,20,0.166
la_selva,oleandra_articulata,5,1,2,20,21,22,0.166
la_selva,oleandra_articulata,5,1,3,19,20,18,0.166
la_selva,oleandra_articulata,5,2,1,19,18,18,0.166
la_selva,oleandra_articulata,5,2,2,10,17,18,0.166
la_selva,oleandra_articulata,5,2,3,17,20,18,0.166
la_selva,oleandra_articulata,5,3,1,19,19,20,0.166
la_selva,oleandra_articulata,5,3,2,21,22,19,0.166
la_selva,oleandra_articulata,5,3,3,18,20,19,0.166
la_selva,oleandra_articulata,6,1,1,24,16,24,0.166
la_selva,oleandra_articulata,6,1,2,22,20,18,0.166
la_selva,oleandra_articulata,6,1,3,19,20,19,0.166
la_selva,oleandra_articulata,6,2,1,21,24,20,0.166
la_selva,oleandra_articulata,6,2,2,19,20,24,0.166
la_selva,oleandra_articulata,6,2,3,18,20,20,0.166
la_selva,oleandra_articulata,6,3,1,19,20,19,0.166
la_selva,oleandra_articulata,6,3,2,24,26,24,0.166
la_selva,oleandra_articulata,6,3,3,20,19,25,0.166
la_selva,oleandra_articulata,7,1,1,19,24,23,0.166
la_selva,oleandra_articulata,7,1,2,19,21,23,0.166
la_selva,oleandra_articulata,7,1,3,23,20,20,0.166
la_selva,oleandra_articulata,7,2,1,19,18,20,0.166
la_selva,oleandra_articulata,7,2,2,18,18,16,0.166
la_selva,oleandra_articulata,7,2,3,20,19,18,0.166
la_selva,oleandra_articulata,7,3,1,10,18,20,0.166
la_selva,oleandra_articulata,7,3,2,20,22,23,0.166
la_selva,oleandra_articulata,7,3,3,24,19,20,0.166
la_selva,pecluma_pectinata,1,1,1,7,5,8,0.159
la_selva,pecluma_pectinata,1,1,2,6,5,4,0.159
la_selva,pecluma_pectinata,1,1,3,3,4,5,0.159
la_selva,pecluma_pectinata,1,2,1,5,5,6,0.159
la_selva,pecluma_pectinata,1,2,2,5,4,6,0.159
la_selva,pecluma_pectinata,1,2,3,5,7,7,0.159
la_selva,pecluma_pectinata,1,3,1,6,5,7,0.159
la_selva,pecluma_pectinata,1,3,2,5,3,5,0.159
la_selva,pecluma_pectinata,1,3,3,7,7,4,0.159
la_selva,pecluma_pectinata,2,1,1,6,4,7,0.159
la_selva,pecluma_pectinata,2,1,2,6,7,6,0.159
la_selva,pecluma_pectinata,2,1,3,5,3,4,0.159
la_selva,pecluma_pectinata,2,2,1,3,5,4,0.159
la_selva,pecluma_pectinata,2,2,2,7,7,6,0.159
la_selva,pecluma_pectinata,2,2,3,3,5,6,0.159
la_selva,pecluma_pectinata,2,3,1,6,6,5,0.159
la_selva,pecluma_pectinata,2,3,2,8,5,5,0.159
la_selva,pecluma_pectinata,2,3,3,6,4,4,0.159
la_selva,pecluma_pectinata,3,1,1,3,4,5,0.159
la_selva,pecluma_pectinata,3,1,2,6,4,6,0.159
la_selva,pecluma_pectinata,3,1,3,7,6,7,0.159
la_selva,pecluma_pectinata,3,2,1,4,9,4,0.159
la_selva,pecluma_pectinata,3,2,2,7,7,5,0.159
la_selva,pecluma_pectinata,3,2,3,5,7,7,0.159
la_selva,pecluma_pectinata,3,3,1,6,5,5,0.159
la_selva,pecluma_pectinata,3,3,2,6,7,4,0.159
la_selva,pecluma_pectinata,3,3,3,4,4,6,0.159
la_selva,pecluma_pectinata,4,1,1,3,5,8,0.159
la_selva,pecluma_pectinata,4,1,2,7,5,6,0.159
la_selva,pecluma_pectinata,4,1,3,6,6,5,0.159
la_selva,pecluma_pectinata,4,2,1,5,4,9,0.159
la_selva,pecluma_pectinata,4,2,2,6,6,4,0.159
la_selva,pecluma_pectinata,4,2,3,3,4,4,0.159
la_selva,pecluma_pectinata,4,3,1,6,8,6,0.159
la_selva,pecluma_pectinata,4,2,2,5,4,2,0.159
la_selva,pecluma_pectinata,4,2,3,4,8,4,0.159
la_selva,pecluma_pectinata,5,1,1,5,6,4,0.159
la_selva,pecluma_pectinata,5,1,2,6,8,5,0.159
la_selva,pecluma_pectinata,5,1,3,4,6,4,0.159
la_selva,pecluma_pectinata,5,2,1,6,6,4,0.159
la_selva,pecluma_pectinata,5,2,2,6,8,5,0.159
la_selva,pecluma_pectinata,5,2,3,4,4,3,0.159
la_selva,pecluma_pectinata,5,3,1,4,5,8,0.159
la_selva,pecluma_pectinata,5,2,2,4,6,4,0.159
la_selva,pecluma_pectinata,5,2,3,3,5,6,0.159
la_selva,pecluma_pectinata,6,1,1,4,5,4,0.159
la_selva,pecluma_pectinata,6,1,2,7,7,8,0.159
la_selva,pecluma_pectinata,6,1,3,8,8,7,0.159
la_selva,pecluma_pectinata,6,2,1,7,7,6,0.159
la_selva,pecluma_pectinata,6,2,2,5,6,7,0.159
la_selva,pecluma_pectinata,6,2,3,5,6,6,0.159
la_selva,pecluma_pectinata,6,3,1,5,6,8,0.159
la_selva,pecluma_pectinata,6,2,2,4,3,4,0.159
la_selva,pecluma_pectinata,6,2,3,3,4,3,0.159
la_selva,phlebodium_aureum,1,1,1,92,85,95,2.57
la_selva,phlebodium_aureum,1,2,1,95,93,108,2.57
la_selva,phlebodium_aureum,1,3,1,108,98,124,2.57
la_selva,phlebodium_aureum,2,1,1,96,131,92,2.57
la_selva,phlebodium_aureum,2,2,1,105,94,92,2.57
la_selva,phlebodium_aureum,2,3,1,100,92,101,2.57
la_selva,phlebodium_aureum,3,1,1,127,135,130,2.57
