"Viewer version","2.84"
"Measure start time","Saturday, July 14, 2018 2:12:17 PM"
"Type of measurement","Flow [Linearized]"
"Sampling interval [ms]","1000"
"Timing information","Relative"
"Article code","SLI-0430            "
"Serial Number","172600446"
"COM HW Type","RS485/USB Sensor Cable"
"COM HW Config","Config String: COM3, 115200, ECHOOFF"
"Sensor Cable Version","1.7"
"I2C Address","64"
"Scale Factor","270"
"Resolution (bit)","16"
"Calibration Field","0"
"Sample #","Relative Time[s]","Flow [ul/min]"
"149","148.8341","0.830"
"150","149.8405","-0.215"
"151","150.8164","0.259"
"152","151.8248","-0.289"
"153","152.8331","0.426"
"154","153.8412","0.207"
"155","154.8180","-0.381"
"156","155.8424","-2.826"
"157","156.8350","1.156"
"158","157.8594","-0.504"
"159","158.8358","-0.511"
"160","159.8283","-0.011"
"161","160.8043","-0.900"
"162","161.8130","-0.141"
"163","162.8212","0.233"
"164","163.8299","0.841"
"165","164.8385","0.289"
"166","165.8309","0.385"
"167","166.8233","-0.830"
"168","167.8319","1.115"
"169","168.8564","-1.252"
"170","169.8007","0.504"
"171","170.8231","0.374"
"172","171.7966","-0.259"
"173","172.8188","-0.489"
"174","173.8081","-1.407"
"175","174.8143","-1.185"
"176","175.8357","-0.293"
"177","176.8098","-0.348"
"178","177.7996","-0.304"
"179","178.7890","-0.293"
"180","179.7949","-0.070"
"181","180.7868","-0.293"
"182","181.7793","0.096"
"183","182.7879","-0.011"
"184","183.7963","-0.089"
"185","184.7887","-0.022"
"186","185.7972","0.252"
"187","186.8218","0.481"
"188","187.7980","0.044"
"189","188.8063","0.352"
"190","189.7673","0.267"
"191","190.7739","-0.330"
"192","191.7639","-0.037"
"193","192.7856","0.000"
"194","193.7596","-0.096"
"195","194.7656","0.211"
"196","195.7710","0.041"
"197","196.7772","-0.048"
"198","197.7989","-0.793"
"199","198.7408","0.119"
"200","199.7785","0.196"
"201","200.7384","-0.107"
"202","201.7788","-0.344"
"203","202.7554","0.252"
"204","203.7479","0.926"
"205","204.7565","-1.444"
"206","205.7650","-1.315"
"207","206.7575","-0.111"
"208","207.7341","0.093"
"209","208.7584","-0.807"
"210","209.7354","0.652"
"211","210.7595","0.230"
"212","211.7519","-0.404"
"213","212.7763","-0.100"
"214","213.7527","-0.070"
"215","214.7450","-0.041"
"216","215.7372","-0.037"
"217","216.7454","0.011"
"218","217.7373","-0.130"
"219","218.7460","0.196"
"220","219.7702","0.263"
"221","220.7452","0.104"
"222","221.7505","-0.052"
"268","267.6890","1.522"
"269","268.6655","0.693"
"270","269.6739","1.104"
"271","270.6496","0.448"
"272","271.6554","1.133"
"273","272.6454","1.111"
"274","273.6353","1.526"
"275","274.6409","1.281"
"276","275.6469","1.337"
"277","276.6368","1.119"
"278","277.6268","1.122"
"279","278.6487","1.504"
"280","279.6224","1.093"
"281","280.6131","1.100"
"282","281.6217","1.848"
"283","282.6303","1.026"
"284","283.6227","0.596"
"285","284.6316","1.481"
"286","285.6561","1.607"
"287","286.6168","1.322"
"288","287.6252","0.856"
"289","288.6179","0.896"
"290","289.6425","0.704"
"291","290.6191","0.711"
"292","291.6115","1.163"
"293","292.6197","0.989"
"294","293.6118","1.319"
"295","294.6042","1.037"
"296","295.6125","0.819"
"297","296.6363","1.167"
"298","297.6131","1.089"
"299","298.6211","1.463"
"300","299.6137","1.167"
"301","300.6217","1.081"
"302","301.5952","0.907"
"303","302.6331","0.519"
"304","303.5908","1.030"
"305","304.6286","1.063"
"306","305.6021","3.078"
"307","306.6082","1.707"
"308","307.5981","1.415"
"309","308.5719","0.463"
"310","309.5774","0.811"
"311","310.5675","1.456"
"312","311.5923","0.985"
"313","312.5686","1.100"
"314","313.6096","1.163"
"315","314.5861","0.648"
"316","315.6106","0.941"
"317","316.5873","1.030"
"318","317.5799","1.319"
"319","318.5883","0.607"
"320","319.5648","0.744"
"321","320.6051","-0.111"
"322","321.5793","1.200"
"323","322.6008","1.256"
"324","323.5590","0.678"
"325","324.5808","1.263"
"326","325.5704","1.130"
"327","326.5766","0.307"
"328","327.5502","0.648"
"329","328.5563","-0.326"
"330","329.5618","1.011"
"331","330.5365","1.578"
"332","331.5770","1.444"
"333","332.5535","2.767"
"334","333.5778","0.193"
"335","334.5385","6.493"
"336","335.5470","3.419"
"337","336.5394","1.359"
"338","337.5639","-0.933"
"488","487.3161","0.522"
"489","488.2926","0.274"
"490","489.3333","-0.578"
"491","490.2939","1.407"
"492","491.3023","-0.719"
"493","492.2946","0.470"
"494","493.3027","-0.300"
"495","494.3269","0.074"
"496","495.3031","-0.796"
"497","496.2952","0.215"
"498","497.2877","1.089"
"499","498.3119","0.396"
"500","499.2880","-0.044"
"501","500.3283","-0.981"
"502","501.2872","0.019"
"503","502.2931","2.467"
"504","503.2828","-0.378"
"505","504.2891","-1.763"
"506","505.3109","-0.107"
"507","506.2847","-0.048"
"508","507.2745","-0.685"
"509","508.2647","0.281"
"510","509.2865","-0.715"
"511","510.2603","0.356"
"512","511.2992","-0.119"
"513","512.2597","-1.070"
"514","513.2682","-0.667"
"515","514.2608","-0.426"
"516","515.2694","-3.007"
"517","516.2776","0.759"
"518","517.2542","0.207"
"519","518.2949","1.015"
"520","519.2709","0.352"
"521","520.2638","-0.048"
"522","521.2555","0.093"
"523","522.2614","0.141"
"524","523.2670","0.178"
"525","524.2893","0.307"
"526","525.2309","-0.278"
"527","526.2371","-1.037"
"528","527.2589","-0.178"
"529","528.2329","1.156"
"530","529.2704","-1.570"
"531","530.2448","-0.200"
"532","531.2356","1.981"
"533","532.2439","-0.189"
"534","533.2526","-0.007"
"535","534.2131","-0.585"
"536","535.2216","-0.504"
"537","536.2138","0.100"
"538","537.2227","-1.478"
"539","538.2312","0.022"
"540","539.2396","-0.615"
"541","540.2317","0.222"
"542","541.2247","-0.126"
"543","542.2651","0.181"
"544","543.2094","-0.159"
"545","544.2500","-0.426"
"546","545.2103","-0.222"
"547","546.2186","-0.530"
"548","547.2109","0.033"
"549","548.2193","0.104"
"550","549.2597","0.196"
"551","550.2361","0.107"
"552","551.2277","-0.615"
"553","552.2176","-0.381"
"554","553.2394","0.041"
"555","554.2133","0.011"
"556","555.2029","-0.144"
"557","556.2087","-0.089"
"558","557.2145","0.004"
