Viewer version,2.84,
Measure start time,"Wednesday, July 18, 2018 1:18:00 PM",
Type of measurement,Flow [Linearized],
Sampling interval [ms],1000,
Timing information,Relative,
Article code,SLI-0430            ,
Serial Number,172600446,
COM HW Type,RS485/USB Sensor Cable,
COM HW Config,"Config String: COM3, 115200, ECHOOFF",
Sensor Cable Version,1.7,
I2C Address,64,
Scale Factor,270,
Resolution (bit),16,
Calibration Field,0,
Sample #,Relative Time[s],Flow [ul/min]
171,170.8212,-1.885
172,171.8111,-2.667
173,172.8488,-1.267
174,173.8227,0.3
175,174.8126,1.204
176,175.818,-1.704
177,176.8402,1.507
178,177.7818,-2.259
179,178.788,4.126
180,179.7937,0.074
181,180.8013,-0.589
182,181.8253,1.152
183,182.8022,-0.211
184,183.81,-0.874
185,184.8028,-0.319
186,185.8271,1.233
187,186.7877,0.781
188,187.7962,0.374
189,188.7726,-0.048
190,189.7809,0.189
191,190.7894,-0.074
192,191.8136,0.819
193,192.7899,0.063
194,193.8142,0.07
195,194.7905,0.207
196,195.7667,-3.719
197,196.7586,-2.041
198,197.7672,0.544
199,198.7756,0.556
200,199.7835,-0.215
201,200.792,-0.122
202,201.7843,-0.056
203,202.8082,3.319
204,203.7687,0.622
205,204.7927,-0.178
206,205.7688,0.919
207,206.7773,0.259
208,207.7534,0.189
209,208.7937,0.115
210,209.7698,0.367
211,210.7939,0.37
212,211.7695,0.511
213,212.7619,-0.378
214,213.7536,1.133
215,214.7618,0.041
216,215.7693,-0.096
217,216.7456,-0.137
218,217.7693,0.226
219,218.7456,-0.037
220,219.7693,-0.767
221,220.7604,-0.144
222,221.7501,0.385
223,222.7557,0.107
224,223.7455,-0.067
225,224.7352,0
226,225.7249,0.193
227,226.7303,-0.026
228,227.7524,0.078
229,228.7257,0.126
230,229.7318,-0.081
231,230.7223,0.137
232,231.7311,0.007
233,232.7232,0.011
234,233.7,0.274
235,234.7405,0.27
236,235.7171,1.722
237,236.7093,0.011
238,237.702,0.811
239,238.7104,-0.104
240,239.719,-0.056
241,240.7273,-0.17
242,241.6874,-0.148
243,242.7274,-1.241
244,243.6879,-0.9
245,244.7284,-0.822
246,245.6885,-0.641
247,246.6968,-0.122
248,247.6886,-0.437
249,248.6973,-0.381
250,249.7055,0.141
251,250.6817,-0.252
252,251.6898,-0.156
253,252.698,0.622
254,253.6898,0.593
255,254.6822,0.267
256,255.6904,0.356
257,256.6983,0.363
258,257.7065,-0.389
259,258.6826,0.304
260,259.6908,0.144
261,260.6821,0.211
262,261.672,0.059
263,262.6619,0.089
277,276.6795,0.889
278,277.6399,0.83
279,278.6804,0.87
280,279.6405,0.663
281,280.6494,0.041
282,281.6416,0.807
283,282.6499,1.233
284,283.6419,-0.274
285,284.6503,0.985
286,285.6426,2.03
287,286.6508,0.393
288,287.659,0.485
289,288.6192,0.315
290,289.6432,0.507
291,290.6359,1.644
292,291.6599,0.756
293,292.6202,0.893
294,293.6443,1.115
295,294.6363,1.159
