site,date,genus,species,species_id,individual,water_potential,stipe_length_cm,stipe_length_mm,temp,pressure_head_height_cm,reservoir_height_cm,file_name,back_first_initial,back_first_final,flow_initial,flow_final,back_second_initial,back_second_final
las_cruces,7/11/2018,serpocaulon,triseriale,sertri,2,1.5,9.4,94,24.1,65,4.2,,80,150,200,270,430,500
las_cruces,7/11/2018,serpocaulon,triseriale,sertri,2,2,9.2,92,24.2,64.8,4.2,,130,190,260,320,440,500
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,3,0,10,100,23,63.2,3.8,,195,255,320,385,540,605
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,3,0.5,9.8,98,23.6,62.8,3.8,,130,190,290,350,530,580
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,3,1,9.6,96,24.3,62.1,3.7,,190,250,300,360,450,510
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,3,1.5,9.4,94,25.2,61.8,4.1,,180,240,280,340,420,480
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,3,2,9.2,92,26,61.1,3.7,,170,230,330,390,500,560
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,3,2.5,9,90,27,61.1,3.5,,120,180,230,290,390,450
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,4,0,11.9,119,23.3,63.1,3.8,,165,230,270,330,580,640
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,4,0.5,11.7,117,24.1,62.4,3.9,,250,350,430,520,630,700
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,4,1,11.5,115,24.8,62,3.8,,130,190,240,300,415,475
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,4,1.5,11.3,113,25.8,61.4,3.6,,100,160,250,310,410,470
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,4,2,11.1,111,26.5,61.1,3.4,,150,210,400,460,560,620
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,4,2.5,10.9,109,26.9,60.5,3.5,,100,160,260,320,460,520
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,5,0,10,100,26,60.3,4.1,,130,195,230,290,400,460
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,5,0.5,9.8,98,26,59.7,4.6,,80,145,170,230,320,385
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,5,1,9.6,96,25.9,59.3,4.7,,130,195,230,290,395,455
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,5,1.5,9.3,93,25.7,58.9,4.4,,85,145,200,260,355,405
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,5,2,9.1,91,26,58.6,4.4,,110,170,240,305,365,425
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,5,2.5,8.8,88,26.2,58.1,4.4,,120,180,225,285,375,435
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,6,0,10,100,26,60.1,4.7,,100,160,235,295,370,430
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,6,0.5,9.8,98,25.5,59.6,4.7,,135,195,240,300,365,425
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,6,1,9.6,96,26,59.1,4.4,,100,160,190,250,335,395
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,6,1.5,9.3,93,25.7,58.7,4.3,,95,155,250,315,395,455
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,6,2,9.1,91,26.1,58.4,4.3,,145,210,240,300,385,445
las_cruces,7/12/2018,serpocaulon,triseriale,sertri,6,2.5,8.8,88,25.8,57.9,4.3,,50,110,220,285,375,435
