"species","plant_no","site.x","wet_weight_g","psi_bars","dry_mass","psi_mpa","psi2","leafwater","curve_id","rwc","rwc_perc","rwc_100","site.y","niche","genusspecies","group","niche2"
"elaphoglossum_amygdalifolium","1","laselva",0.5381,23,0.1244,-2.3,0.434782608695652,0.4137,"elaphoglossum_amygdalifolium-1",0.813500902705727,81.3500902705727,18.6499097294273,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1801,0.5,0.2093,-0.05,20,0.9708,"elaphoglossum_amygdalifolium-2",0.978371992284314,97.8371992284314,2.16280077156856,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.176,2,0.2093,-0.2,5,0.9667,"elaphoglossum_amygdalifolium-2",0.974240013330497,97.4240013330497,2.57599866695027,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.165,2.3,0.2093,-0.23,4.34782608695652,0.9557,"elaphoglossum_amygdalifolium-2",0.963154216137329,96.3154216137329,3.68457838626706,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1602,3,0.2093,-0.3,3.33333333333333,0.9509,"elaphoglossum_amygdalifolium-2",0.958316777362129,95.8316777362129,4.16832226378713,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1549,3.1,0.2093,-0.31,3.2258064516129,0.9456,"elaphoglossum_amygdalifolium-2",0.952975438714512,95.2975438714512,4.70245612854883,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1514,3.6,0.2093,-0.36,2.77777777777778,0.9421,"elaphoglossum_amygdalifolium-2",0.949448139607594,94.9448139607594,5.05518603924055,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1479,4.5,0.2093,-0.45,2.22222222222222,0.9386,"elaphoglossum_amygdalifolium-2",0.945920840500677,94.5920840500677,5.40791594993226,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1456,5,0.2093,-0.5,2,0.9363,"elaphoglossum_amygdalifolium-2",0.94360290108756,94.360290108756,5.63970989124397,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1431,5.6,0.2093,-0.56,1.78571428571429,0.9338,"elaphoglossum_amygdalifolium-2",0.941083401725477,94.1083401725477,5.89165982745232,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1415,6.5,0.2093,-0.65,1.53846153846154,0.9322,"elaphoglossum_amygdalifolium-2",0.939470922133743,93.9470922133743,6.05290778662567,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1323,8.9,0.2093,-0.89,1.12359550561798,0.923,"elaphoglossum_amygdalifolium-2",0.930199164481276,93.0199164481276,6.98008355187243,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1241,10,0.2093,-1,1,0.9148,"elaphoglossum_amygdalifolium-2",0.921935206573641,92.1935206573641,7.80647934263587,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1213,10.1,0.2093,-1.01,0.99009900990099,0.912,"elaphoglossum_amygdalifolium-2",0.919113367288108,91.9113367288108,8.08866327118925,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.1079,11,0.2093,-1.1,0.909090909090909,0.8986,"elaphoglossum_amygdalifolium-2",0.905608850707339,90.5608850707339,9.43911492926605,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.0754,11.9,0.2093,-1.19,0.840336134453782,0.8661,"elaphoglossum_amygdalifolium-2",0.872855359000252,87.2855359000252,12.7144640999748,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.0428,12.5,0.2093,-1.25,0.8,0.8335,"elaphoglossum_amygdalifolium-2",0.840001087318682,84.0001087318682,15.9998912681318,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","2","laselva",1.0185,13,0.2093,-1.3,0.769230769230769,0.8092,"elaphoglossum_amygdalifolium-2",0.815511553519229,81.5511553519229,18.4488446480771,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5583,2.5,0.1358,-0.25,4,0.4225,"elaphoglossum_amygdalifolium-3",1.00143955180347,100.143955180347,-0.143955180346637,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.556,2.5,0.1358,-0.25,4,0.4202,"elaphoglossum_amygdalifolium-3",0.99598792820785,99.598792820785,0.401207179215007,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5549,3,0.1358,-0.3,3.33333333333333,0.4191,"elaphoglossum_amygdalifolium-3",0.993380629966468,99.3380629966468,0.661937003353202,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5516,3.5,0.1358,-0.35,2.85714285714286,0.4158,"elaphoglossum_amygdalifolium-3",0.985558735242323,98.5558735242323,1.44412647576773,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5509,4.6,0.1358,-0.46,2.17391304347826,0.4151,"elaphoglossum_amygdalifolium-3",0.983899545452352,98.3899545452352,1.61004545476476,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5492,6.6,0.1358,-0.66,1.51515151515152,0.4134,"elaphoglossum_amygdalifolium-3",0.979870084533853,97.9870084533853,2.01299154661466,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5457,10.5,0.1358,-1.05,0.952380952380952,0.4099,"elaphoglossum_amygdalifolium-3",0.971574135584002,97.1574135584002,2.84258644159981,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.543,14.4,0.1358,-1.44,0.694444444444444,0.4072,"elaphoglossum_amygdalifolium-3",0.965174403536974,96.5174403536974,3.48255964630259,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5408,19.1,0.1358,-1.91,0.523560209424084,0.405,"elaphoglossum_amygdalifolium-3",0.95995980705421,95.995980705421,4.00401929457898,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","3","laselva",0.5338,22,0.1358,-2.2,0.454545454545455,0.398,"elaphoglossum_amygdalifolium-3",0.943367909154508,94.3367909154508,5.66320908454919,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.5067,2.4,0.0669,-0.24,4.16666666666667,0.4398,"elaphoglossum_amygdalifolium-4",0.921439701584567,92.1439701584567,7.85602984154326,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.5046,4.7,0.0669,-0.47,2.12765957446809,0.4377,"elaphoglossum_amygdalifolium-4",0.917039921290507,91.7039921290507,8.29600787094925,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.5031,6.5,0.0669,-0.65,1.53846153846154,0.4362,"elaphoglossum_amygdalifolium-4",0.913897221080464,91.3897221080464,8.61027789195356,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.5007,8.2,0.0669,-0.82,1.21951219512195,0.4338,"elaphoglossum_amygdalifolium-4",0.908868900744396,90.8868900744396,9.11310992556041,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.498,10,0.0669,-1,1,0.4311,"elaphoglossum_amygdalifolium-4",0.903212040366319,90.3212040366319,9.67879596336813,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.4938,11,0.0669,-1.1,0.909090909090909,0.4269,"elaphoglossum_amygdalifolium-4",0.894412479778199,89.4412479778199,10.5587520221801,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.4905,11,0.0669,-1.1,0.909090909090909,0.4236,"elaphoglossum_amygdalifolium-4",0.887498539316104,88.7498539316104,11.2501460683896,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.4796,11.6,0.0669,-1.16,0.862068965517241,0.4127,"elaphoglossum_amygdalifolium-4",0.86466158445646,86.466158445646,13.533841554354,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.4679,12.3,0.0669,-1.23,0.813008130081301,0.401,"elaphoglossum_amygdalifolium-4",0.840148522818125,84.0148522818125,15.9851477181875,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.455,12.6,0.0669,-1.26,0.793650793650794,0.3881,"elaphoglossum_amygdalifolium-4",0.813121301011757,81.3121301011757,18.6878698988243,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","4","laselva",0.4419,13,0.0669,-1.3,0.769230769230769,0.375,"elaphoglossum_amygdalifolium-4",0.785675052510716,78.5675052510716,21.4324947489284,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5433,3,0.0801,-0.3,3.33333333333333,0.4632,"elaphoglossum_amygdalifolium-5",0.924704777460179,92.4704777460179,7.52952225398205,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5415,3,0.0801,-0.3,3.33333333333333,0.4614,"elaphoglossum_amygdalifolium-5",0.921111365112536,92.1111365112536,7.8888634887464,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5377,7.7,0.0801,-0.77,1.2987012987013,0.4576,"elaphoglossum_amygdalifolium-5",0.913525272378623,91.3525272378623,8.64747276213774,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5342,9.1,0.0801,-0.91,1.0989010989011,0.4541,"elaphoglossum_amygdalifolium-5",0.90653808170265,90.653808170265,9.34619182973501,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5305,12.6,0.0801,-1.26,0.793650793650794,0.4504,"elaphoglossum_amygdalifolium-5",0.89915162298805,89.915162298805,10.084837701195,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5264,13.9,0.0801,-1.39,0.719424460431655,0.4463,"elaphoglossum_amygdalifolium-5",0.890966628196196,89.0966628196196,10.9033371803804,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5224,13.9,0.0801,-1.39,0.719424460431655,0.4423,"elaphoglossum_amygdalifolium-5",0.882981267423656,88.2981267423656,11.7018732576344,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.5097,15,0.0801,-1.5,0.666666666666667,0.4296,"elaphoglossum_amygdalifolium-5",0.85762774697084,85.762774697084,14.237225302916,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.4912,16.1,0.0801,-1.61,0.62111801242236,0.4111,"elaphoglossum_amygdalifolium-5",0.820695453397841,82.0695453397841,17.9304546602159,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.4742,16.2,0.0801,-1.62,0.617283950617284,0.3941,"elaphoglossum_amygdalifolium-5",0.786757670114544,78.6757670114544,21.3242329885456,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","5","laselva",0.4555,17.5,0.0801,-1.75,0.571428571428571,0.3754,"elaphoglossum_amygdalifolium-5",0.749426108502917,74.9426108502917,25.0573891497083,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.465,0.5,0.0737,-0.05,20,0.3913,"elaphoglossum_amygdalifolium-6",0.971878041932331,97.1878041932331,2.81219580676691,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4598,3.6,0.0737,-0.36,2.77777777777778,0.3861,"elaphoglossum_amygdalifolium-6",0.958962719115954,95.8962719115954,4.10372808840458,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4584,3.3,0.0737,-0.33,3.03030303030303,0.3847,"elaphoglossum_amygdalifolium-6",0.955485516819237,95.5485516819237,4.45144831807626,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4546,5.6,0.0737,-0.56,1.78571428571429,0.3809,"elaphoglossum_amygdalifolium-6",0.946047396299578,94.6047396299578,5.39526037004222,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4517,12.2,0.0737,-1.22,0.819672131147541,0.378,"elaphoglossum_amygdalifolium-6",0.938844620113522,93.8844620113522,6.11553798864783,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4505,13.6,0.0737,-1.36,0.735294117647059,0.3768,"elaphoglossum_amygdalifolium-6",0.93586416100205,93.586416100205,6.41358389979499,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4471,15.1,0.0737,-1.51,0.662251655629139,0.3734,"elaphoglossum_amygdalifolium-6",0.927419526852881,92.7419526852881,7.25804731471192,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.442,16,0.0737,-1.6,0.625,0.3683,"elaphoglossum_amygdalifolium-6",0.914752575629127,91.4752575629127,8.5247424370873,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4319,16.5,0.0737,-1.65,0.606060606060606,0.3582,"elaphoglossum_amygdalifolium-6",0.889667044774242,88.9667044774242,11.0332955225758,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4191,17,0.0737,-1.7,0.588235294117647,0.3454,"elaphoglossum_amygdalifolium-6",0.857875480918546,85.7875480918546,14.2124519081454,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_amygdalifolium","6","laselva",0.4032,17.1,0.0737,-1.71,0.584795321637427,0.3295,"elaphoglossum_amygdalifolium-6",0.818384397691549,81.8384397691549,18.1615602308451,"la_selva","hemi-epiphyte","elaamy","E1","hemi-epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0551,1.5,0.3156,-0.15,6.66666666666667,0.7395,"elaphoglossum_herminieri-1",0.98572082556103,98.572082556103,1.42791744389702,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0515,4,0.3156,-0.4,2.5,0.7359,"elaphoglossum_herminieri-1",0.980922184625236,98.0922184625236,1.90778153747641,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0501,5.6,0.3156,-0.56,1.78571428571429,0.7345,"elaphoglossum_herminieri-1",0.979056046483538,97.9056046483538,2.09439535164618,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0458,5.6,0.3156,-0.56,1.78571428571429,0.7302,"elaphoglossum_herminieri-1",0.973324336476895,97.3324336476895,2.66756635231047,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0457,7.5,0.3156,-0.75,1.33333333333333,0.7301,"elaphoglossum_herminieri-1",0.973191040895345,97.3191040895345,2.68089591046545,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0449,7.5,0.3156,-0.75,1.33333333333333,0.7293,"elaphoglossum_herminieri-1",0.972124676242947,97.2124676242947,2.78753237570534,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0418,7.8,0.3156,-0.78,1.28205128205128,0.7262,"elaphoglossum_herminieri-1",0.967992513214902,96.7992513214902,3.20074867850981,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.038,9.8,0.3156,-0.98,1.02040816326531,0.7224,"elaphoglossum_herminieri-1",0.962927281116008,96.2927281116008,3.70727188839919,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0333,9.8,0.3156,-0.98,1.02040816326531,0.7177,"elaphoglossum_herminieri-1",0.956662388783166,95.6662388783166,4.33376112168339,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0279,13.9,0.3156,-1.39,0.719424460431655,0.7123,"elaphoglossum_herminieri-1",0.949464427379475,94.9464427379475,5.05355726205252,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0231,15.2,0.3156,-1.52,0.657894736842105,0.7075,"elaphoglossum_herminieri-1",0.943066239465083,94.3066239465083,5.69337605349175,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0181,15.2,0.3156,-1.52,0.657894736842105,0.7025,"elaphoglossum_herminieri-1",0.936401460387591,93.6401460387591,6.3598539612409,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.0079,17.2,0.3156,-1.72,0.581395348837209,0.6923,"elaphoglossum_herminieri-1",0.922805311069508,92.2805311069508,7.71946889304922,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","1","laselva",1.006,17.5,0.3156,-1.75,0.571428571428571,0.6904,"elaphoglossum_herminieri-1",0.920272695020061,92.0272695020061,7.97273049799391,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.3471,2.8,0.2715,-0.28,3.57142857142857,1.0756,"elaphoglossum_herminieri-2",0.975895204336634,97.5895204336634,2.41047956633658,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.3414,3.4,0.2715,-0.34,2.94117647058824,1.0699,"elaphoglossum_herminieri-2",0.970723576719752,97.0723576719752,2.92764232802483,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.3358,5.1,0.2715,-0.51,1.96078431372549,1.0643,"elaphoglossum_herminieri-2",0.965642679411937,96.5642679411937,3.43573205880625,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.3274,5.8,0.2715,-0.58,1.72413793103448,1.0559,"elaphoglossum_herminieri-2",0.958021333450216,95.8021333450216,4.19786665497843,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.32,8.2,0.2715,-0.82,1.21951219512195,1.0485,"elaphoglossum_herminieri-2",0.951307290579175,95.1307290579175,4.86927094208247,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.3123,10,0.2715,-1,1,1.0408,"elaphoglossum_herminieri-2",0.944321056780931,94.4321056780931,5.56789432190695,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.3051,10.6,0.2715,-1.06,0.943396226415094,1.0336,"elaphoglossum_herminieri-2",0.937788474528026,93.7788474528026,6.22115254719738,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.2945,11.9,0.2715,-1.19,0.840336134453782,1.023,"elaphoglossum_herminieri-2",0.928171061766806,92.8171061766806,7.18289382331938,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.2838,13.1,0.2715,-1.31,0.763358778625954,1.0123,"elaphoglossum_herminieri-2",0.918462918696518,91.8462918696518,8.15370813034819,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.2751,13.1,0.2715,-1.31,0.763358778625954,1.0036,"elaphoglossum_herminieri-2",0.910569381807592,91.0569381807592,8.9430618192408,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","2","laselva",1.2488,14.9,0.2715,-1.49,0.671140939597315,0.9773,"elaphoglossum_herminieri-2",0.886707310522678,88.6707310522678,11.3292689477322,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4763,2,0.3864,-0.2,5,1.0899,"elaphoglossum_herminieri-3",0.988232578591211,98.8232578591211,1.1767421408789,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4737,4.5,0.3864,-0.45,2.22222222222222,1.0873,"elaphoglossum_herminieri-3",0.985875110287388,98.5875110287388,1.41248897126123,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.47,5,0.3864,-0.5,2,1.0836,"elaphoglossum_herminieri-3",0.982520251547331,98.2520251547331,1.74797484526688,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4683,5.6,0.3864,-0.56,1.78571428571429,1.0819,"elaphoglossum_herminieri-3",0.980978829964062,98.0978829964062,1.9021170035938,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.465,5.9,0.3864,-0.59,1.69491525423729,1.0786,"elaphoglossum_herminieri-3",0.977986658655363,97.7986658655363,2.20133413446368,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4595,6.9,0.3864,-0.69,1.44927536231884,1.0731,"elaphoglossum_herminieri-3",0.972999706474198,97.2999706474198,2.70002935258017,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4575,8.8,0.3864,-0.88,1.13636363636364,1.0711,"elaphoglossum_herminieri-3",0.971186269317411,97.1186269317411,2.88137306825891,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.453,9.1,0.3864,-0.91,1.0989010989011,1.0666,"elaphoglossum_herminieri-3",0.96710603571464,96.710603571464,3.28939642853602,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4473,10.8,0.3864,-1.08,0.925925925925926,1.0609,"elaphoglossum_herminieri-3",0.961937739817796,96.1937739817796,3.8062260182204,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4441,11.5,0.3864,-1.15,0.869565217391304,1.0577,"elaphoglossum_herminieri-3",0.959036240366936,95.9036240366936,4.09637596330637,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4373,12.2,0.3864,-1.22,0.819672131147541,1.0509,"elaphoglossum_herminieri-3",0.95287055403386,95.287055403386,4.71294459661402,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4325,14,0.3864,-1.4,0.714285714285714,1.0461,"elaphoglossum_herminieri-3",0.94851830485757,94.851830485757,5.14816951424297,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","3","laselva",1.4256,15.6,0.3864,-1.56,0.641025641025641,1.0392,"elaphoglossum_herminieri-3",0.942261946666654,94.2261946666654,5.77380533333456,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.6297,2.5,0.3232,-0.25,4,1.3065,"elaphoglossum_herminieri-4",0.984010734808623,98.4010734808623,1.59892651913766,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.6255,3.9,0.3232,-0.39,2.56410256410256,1.3023,"elaphoglossum_herminieri-4",0.980847439679503,98.0847439679503,1.91525603204974,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.6184,4.9,0.3232,-0.49,2.04081632653061,1.2952,"elaphoglossum_herminieri-4",0.975499964580275,97.5499964580275,2.45000354197251,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.6135,4.8,0.3232,-0.48,2.08333333333333,1.2903,"elaphoglossum_herminieri-4",0.971809453596301,97.1809453596301,2.81905464036994,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.6074,5.2,0.3232,-0.52,1.92307692307692,1.2842,"elaphoglossum_herminieri-4",0.967215144004006,96.7215144004006,3.27848559959938,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.5999,6.8,0.3232,-0.68,1.47058823529412,1.2767,"elaphoglossum_herminieri-4",0.961566402702005,96.1566402702005,3.84335972979949,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.5935,8.9,0.3232,-0.89,1.12359550561798,1.2703,"elaphoglossum_herminieri-4",0.956746143457631,95.674614345763,4.32538565423695,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.585,9.8,0.3232,-0.98,1.02040816326531,1.2618,"elaphoglossum_herminieri-4",0.950344236648696,95.0344236648696,4.96557633513042,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.5812,11.2,0.3232,-1.12,0.892857142857143,1.258,"elaphoglossum_herminieri-4",0.947482207722348,94.7482207722348,5.25177922776517,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.5746,11.2,0.3232,-1.12,0.892857142857143,1.2514,"elaphoglossum_herminieri-4",0.942511315376587,94.2511315376587,5.74886846234128,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.564,11.9,0.3232,-1.19,0.840336134453782,1.2408,"elaphoglossum_herminieri-4",0.934527761003092,93.4527761003092,6.54722389969078,"la_selva","epiphyte","elaher","E1","epiphyte"
"elaphoglossum_herminieri","4","laselva",1.5574,12.8,0.3232,-1.28,0.78125,1.2342,"elaphoglossum_herminieri-4",0.929556868657331,92.9556868657331,7.0443131342669,"la_selva","epiphyte","elaher","E1","epiphyte"
