species,site,plant_no,dry_mass,lamina_area,SWC,osmotic_potential,waterpot_tlp,rwc_tlp,elasticity,capacitance_full,capacitance_zero.,capacitance_absolute,niche,genusspecies,group
olfersia_cervina,las_cruces,6,0.7914,1404.63,2.522937909,-0.624033917,-0.718680247,99.00568298,51.37910027,0.016353898,0.044002012,0.012914853,terrestrial,olfcer,E1
olfersia_cervina,las_cruces,7,0.5939,1376.31,3.539097707,-0.795174014,-0.960693617,98.46231564,41.98374115,0.018981972,0.068539903,0.016104915,terrestrial,olfcer,E1
parapolystichum_excultum,las_cruces,1,0.1264,722.9,3.038765823,-1.204552137,-1.378544411,86.87841708,9.023821548,0.095291089,0.421918227,0.028128454,terrestrial,parexc,E1
parapolystichum_excultum,las_cruces,3,0.2473,500.85,3.026699097,-1.159440157,-1.392643401,85.66435519,7.708086903,0.104487207,0.358283171,0.086751362,terrestrial,parexc,E1
parapolystichum_excultum,las_cruces,4,0.1183,1132.04,4.304054313,-0.89359969,-1.073799574,84.47086759,5.525241833,0.145311912,0.540836677,0.036310266,terrestrial,parexc,E1
parapolystichum_excultum,las_cruces,5,0.2045,649.77,2.624153689,-1.310259771,-1.48127458,89.57597478,12.27556439,0.071244047,0.417572557,0.032688802,terrestrial,parexc,E1
parapolystichum_excultum,las_cruces,6,0.3485,524.28,2.061127511,-1.218627889,-1.425573712,91.01313191,12.63041172,0.066558361,0.271069723,0.050661082,terrestrial,parexc,E1
parapolystichum_excultum,las_cruces,7,0.1766,402.58,4.090080448,-0.932752475,-0.996258773,95.10483105,19.29293424,0.048524812,0.630969262,0.048368399,terrestrial,parexc,E1
parapolystichum_excultum,las_cruces,8,0.2742,753.5,3.202666711,-1.014516331,-1.123092736,94.12173714,17.32316416,0.052007076,0.436430362,0.033673315,terrestrial,parexc,E1
pecluma_pectinata,la_selva,1,0.1483,143.5,1.900382061,-1.246892142,-1.46541614,96.61967405,30.83909884,0.026756495,0.074532042,0.029193549,epiphyte,pecpec,E1
pecluma_pectinata,la_selva,2,0.1187,104.6,3.808636785,-1.387823347,-1.761345864,96.68531799,36.78383457,0.020725963,0.043488325,0.049765779,epiphyte,pecpec,E1
pecluma_pectinata,la_selva,3,0.2497,110.9,1.745479318,-1.469571977,-1.797877612,94.94175093,24.88496958,0.031805911,0.08160967,0.069444368,epiphyte,pecpec,E1
pecluma_pectinata,la_selva,4,0.1553,138.4,1.729549131,-1.104527922,-1.276523115,96.05397607,28.3271038,0.030390537,0.133172475,0.032766808,epiphyte,pecpec,E1
pecluma_pectinata,la_selva,5,0.1528,111.4,3.548269027,-0.696426144,-0.840529012,96.99811092,21.26738296,0.037791805,0.12727788,0.102183278,epiphyte,pecpec,E1
pecluma_pectinata,la_selva,6,0.113,118.1,3.939196485,-0.777852631,-1.030728501,90.69276909,7.893507732,0.092574418,0.222841684,0.193845032,epiphyte,pecpec,E1
phlebodium_aureum,la_selva,8,0.5816,707.1,3.260187401,-0.559070028,-0.634122453,97.05713275,18.24291723,0.047865915,0.20830046,0.050132328,epiphyte,phlaur,E1
phlebodium_aureum,la_selva,1r,0.7227,995.77,3.637363213,-0.692696284,-0.790076846,96.28631785,19.35317895,0.045327982,0.250211821,0.066478248,epiphyte,phlaur,E1
phlebodium_aureum,la_selva,2r,0.3456,403.8,5.07966821,-0.653688016,-0.702130866,98.91011279,59.59964358,0.015569817,0.167813493,0.037605709,epiphyte,phlaur,E1
pleopeltis_bradeorum,la_selva,1,0.1609,99.4,3.224122677,-1.159188902,-1.400585806,94.03167962,18.46567728,0.044042691,0.138039038,0.127697548,hemi-epiphyte,plebra,E1
pleopeltis_bradeorum,la_selva,2,0.1557,146,5.091318761,-0.839096944,-0.919094102,94.86345533,16.17443053,0.056221726,0.544421832,0.169589013,hemi-epiphyte,plebra,E1
pleopeltis_bradeorum,la_selva,3,0.1083,109,6.008308005,-0.851273812,-0.934572303,92.62336333,12.07982783,0.075877015,0.668256609,0.25164707,hemi-epiphyte,plebra,E1
pleopeltis_bradeorum,la_selva,4,0.1234,141,5.302283223,-0.840212508,-0.93938337,94.14616426,13.42803345,0.065845173,0.427669551,0.169750244,hemi-epiphyte,plebra,E1
pleopeltis_bradeorum,la_selva,5,0.162,137,3.482937924,-0.903993384,-1.251443432,93.61332007,13.07928329,0.053049122,0.084058869,0.121379648,hemi-epiphyte,plebra,E1
polybotrya_osmundacea,la_selva,1,0.4614,1519.7,2.565564624,-1.139052611,-1.231877443,96.98826002,38.58124484,0.024030273,0.202944368,0.010398936,climber,polosm,E1
polybotrya_osmundacea,la_selva,2,0.5936,1314.8,2.475570253,-1.148557614,-1.229783726,97.74763279,42.21667019,0.021867788,0.180717042,0.013578187,climber,polosm,E1
polybotrya_osmundacea,la_selva,3,0.5991,1075.7,2.745443034,-1.095065895,-1.233051551,95.74445904,27.6007882,0.032663817,0.222409881,0.027746935,climber,polosm,E1
polybotrya_osmundacea,la_selva,4,0.4963,1292.2,2.899228841,-1.097136547,-1.150537596,97.3877541,34.47850776,0.024779195,0.299748593,0.015328926,climber,polosm,E1
polybotrya_osmundacea,la_selva,5,0.519,1002.6,3.640866692,-1.148134181,-1.189186793,96.2526754,27.55552815,0.031937646,0.581832254,0.033440659,climber,polosm,E1
polybotrya_osmundacea,la_selva,6,0.482,1073.3,2.896804655,-1.327600804,-1.451139333,94.61705898,26.82127265,0.034488285,0.315384825,0.024925519,climber,polosm,E1
salpichlaena_volubilis,la_selva,1,0.5986,468,3.180866466,-0.913083957,-1.029400217,96.49872203,25.03150905,0.03501278,0.207254687,0.079138968,terrestrial,salvol,E2
salpichlaena_volubilis,la_selva,2,0.9144,576,2.962953755,-0.644415056,-0.83685249,93.55467066,9.297692068,0.079492506,0.182172685,0.207726686,terrestrial,salvol,E2
salpichlaena_volubilis,la_selva,3,0.5882,370,3.308992927,-0.809773377,-1.241089678,94.76714575,14.1163555,0.043338401,0.061565372,0.126654175,terrestrial,salvol,E2
salpichlaena_volubilis,la_selva,4,0.4261,460,2.873413026,-1.139406749,-1.23353493,95.25783028,23.91493313,0.038554225,0.380935694,0.057010025,terrestrial,salvol,E2
salpichlaena_volubilis,la_selva,5,0.7331,429,2.646228345,-0.834889249,-0.963378246,96.5901183,24.69672843,0.034794711,0.150165628,0.087412587,terrestrial,salvol,E2
salpichlaena_volubilis,la_selva,6,0.6498,408,3.546141702,-1.003643275,-1.108758389,97.34915889,35.73634314,0.025160829,0.15792183,0.078945625,terrestrial,salvol,E2
serpocaulon_fraxinifolium,las_cruces,1,0.3604,697.63,2.947331778,-0.772604792,-1.071779829,96.06781677,17.49067357,0.038147573,0.0659596,0.032268819,epiphyte,serfra,E1
serpocaulon_fraxinifolium,las_cruces,2,0.6321,420.12,2.393242385,-0.624223106,-1.195004789,93.50075634,6.899200573,0.05692686,0.045770556,0.113879053,epiphyte,serfra,E1
serpocaulon_fraxinifolium,las_cruces,3,0.3883,377.16,3.251959496,-0.973634198,-1.201780408,95.6296583,20.01253331,0.039458943,0.110296393,0.073393877,epiphyte,serfra,E1
serpocaulon_fraxinifolium,las_cruces,4,0.412,262.47,3.772065428,-0.620264961,-0.705759966,99.16408006,60.29255462,0.042600758,0.038994372,0.140133374,epiphyte,serfra,E1
serpocaulon_fraxinifolium,las_cruces,5,0.4196,629.7,3.449793138,-0.265739481,-0.560432451,96.40884226,4.329010374,0.082529834,0.027209268,0.105398227,epiphyte,serfra,E1
serpocaulon_fraxinifolium,las_cruces,6,0.2736,296.83,3.623044493,-0.762557639,-0.991080809,95.95819742,17.3928485,0.042619618,0.11183181,0.079071325,epiphyte,serfra,E1
serpocaulon_fraxinifolium,las_cruces,7,0.8126,320.96,3.199554299,-0.414704406,-0.620260413,97.89966502,14.7493368,0.041500845,0.029180273,0.186766863,epiphyte,serfra,E1
serpocaulon_loriciforme,la_selva,3,0.0713,172.7,6.396639392,-0.542669242,-0.690124144,86.76102061,3.611064421,0.206922537,0.375592675,0.303587824,epiphyte,serlor,E1
serpocaulon_loriciforme,la_selva,4,0.0655,154.5,5.643567575,-0.596143455,-0.639312201,95.765313,13.85555351,0.067192353,0.780875502,0.089312839,epiphyte,serlor,E1
serpocaulon_loriciforme,la_selva,6,0.1308,274.6,5.69968894,-0.59771493,-0.675357612,92.17735714,7.473966353,0.117533601,0.458358315,0.177275167,epiphyte,serlor,E1
serpocaulon_loriciforme,la_selva,9,0.1679,225.8,5.416496274,-0.65043875,-0.7017961,94.61973552,12.32266626,0.075339516,0.505023718,0.168575916,epiphyte,serlor,E1
serpocaulon_loriciforme,la_selva,10,0.0887,192.8,6.049490497,-0.628524276,-0.717027198,91.46651567,7.167571853,0.121433841,0.504444753,0.187759801,epiphyte,serlor,E1
serpocaulon_loriciforme,la_selva,12,0.1023,190.7,5.756412466,-0.744132727,-0.85095248,91.00310663,7.334095932,0.116942233,0.435328349,0.200620692,epiphyte,serlor,E1
serpocaulon_triseriale,las_cruces,1,0.9824,701.67,3.494516489,-0.514698969,-0.768017244,97.47123012,17.24185425,0.03588925,0.041193825,0.097551605,epiphyte,sertri,E1
serpocaulon_triseriale,las_cruces,2,0.8357,830.37,2.721911339,-0.521172134,-0.740410728,98.38434585,27.38817967,0.024089927,0.027728043,0.036661962,epiphyte,sertri,E1
serpocaulon_triseriale,las_cruces,3,0.6687,1307.84,3.32607205,-1.055173355,-1.293853298,94.21150978,16.803926,0.04738986,0.152865095,0.044773524,epiphyte,sertri,E1
serpocaulon_triseriale,las_cruces,4,0.5155,658.98,3.110762627,-0.614066813,-0.748198237,97.37477031,21.01075911,0.037918712,0.098045714,0.051263043,epiphyte,sertri,E1
serpocaulon_triseriale,las_cruces,5,0.4097,410.2,2.917039296,-1.10456183,-1.399169419,95.79444926,24.36810132,0.031606399,0.091045775,0.051158182,epiphyte,sertri,E1
serpocaulon_triseriale,las_cruces,6,0.6759,510.64,2.808939253,-0.893096776,-1.212522097,96.26496055,21.57735063,0.032640049,0.056358807,0.067419923,epiphyte,sertri,E1
tectaria_incisa,la_selva,1,0.4822,571.2,4.540461013,-0.973335764,-1.021510159,95.86142897,21.28375677,0.044607255,0.720615301,0.094988702,terrestrial,tecinc,E1
tectaria_incisa,la_selva,2,0.4927,763.4,6.705986178,-0.702747527,-0.792341133,94.26643064,11.11850423,0.078731946,0.478615582,0.189309122,terrestrial,tecinc,E1
tectaria_incisa,la_selva,3,0.663,876.2,3.894974064,-0.649074373,-0.720928441,93.96027924,9.387535396,0.094917533,0.566803264,0.155413516,terrestrial,tecinc,E1
tectaria_incisa,la_selva,4,0.6126,681.5,4.608978292,-0.923655391,-0.97613058,96.27903005,23.47917406,0.040177219,0.544939381,0.09247475,terrestrial,tecinc,E1
tectaria_incisa,la_selva,5,0.4616,910,5.269974003,-0.788440779,-0.806483975,97.75057346,34.75570905,0.028117832,0.906741304,0.041758242,terrestrial,tecinc,E1
tectaria_incisa,la_selva,6,0.6043,400.2,4.823519698,-0.704073973,-0.838784857,94.93103235,14.00358421,0.059678536,0.268635121,0.241482256,terrestrial,tecinc,E1
