"Group","x","Px","2.5%","97.5%"
"elalat-1",88,2.92366171638545,1.82875840145157,NA
"elalat-2",88,3.52946509530458,2.09405613225257,NA
"elalat-3",88,2.15439570099389,1.34903659890675,NA
"elalat-4",88,3.86822920688179,2.87697226341434,NA
"elalat-5",88,1.76577061886507,1.03716847178509,2.50514396667979
"elalat-6",88,4.75759703540876,2.39820976551222,NA
"lomjap-2",12,0.691025406308353,0.213124659022086,1.33543934980467
"lomjap-3",12,0.366760734679196,0.25925311147417,0.89506795896365
"lomjap-4",12,0.378118957693876,0.0500420222208044,1.39043776608374
"lomjap-5",12,1.00987367448652,0.876400590890673,1.37563743420933
"lomjap-6",12,0.176899283445343,0.0933995054481199,0.429942339926164
"lomjap-2",50,2.16534969812649,1.69069964057994,2.73400196207345
"lomjap-3",50,1.27978628341824,1.08262341353847,1.6733339288155
"lomjap-4",50,1.74156146386265,1.26471434146342,2.93160597872034
"lomjap-5",50,2.04452689898977,1.91022683339455,2.27313154432926
"lomjap-6",50,1.11918856519991,0.948291242124831,1.43889288689246
"lomjap-2",88,4.6088159044704,3.43451069359537,NA
"lomjap-3",88,2.92481429812511,2.41580112734832,NA
"lomjap-4",88,4.78224066463371,2.71087281598164,NA
"lomjap-5",88,3.25977084264528,2.76011695391357,3.58106406193876
"lomjap-6",88,3.79119985083067,3.03317762444502,NA
"lommax-1",12,0.620424888788721,0.148198574724144,0.989614321947869
"lommax-3",12,0.809739959292923,0.265020298154588,1.36351297755762
"lommax-4",12,0.138623191237867,0.023571452199554,0.614233095589271
"lommax-1",50,1.5651253319028,0.840561437667242,1.76975618378441
"lommax-3",50,1.87129150278839,1.51296087487087,2.97111353139591
"lommax-4",50,1.08474472547588,0.698280015699027,1.5844064617647
"lommax-1",88,2.88620141205658,2.46880208859763,NA
"lommax-3",88,3.25645141604135,2.69381556539998,NA
"lommax-4",88,4.2291671151849,2.91625775854797,NA
"olecos-2",12,0.354487642211738,0.217204764265179,0.76308622679061
"olecos-3",12,0.179392062024133,0.129173643942474,0.6924644158929
"olecos-4",12,0.225326299905412,0.130899469462161,0.622062969488446
"olecos-6",12,0.198048090923336,0.146437834869725,0.332231163363251
"olecos-7",12,0.331656075956049,0.201396163436541,0.805867284300366
"olecos-8",12,0.161244909271295,0.0105201429790322,0.917301278634936
"olecos-2",50,1.03487996226134,0.824738241372329,1.32003486588116
"olecos-3",50,0.720583847712962,0.663162072742574,1.20401868082823
"olecos-4",50,0.882526386333261,0.745201745753982,1.24087872697459
"olecos-6",50,0.831398167771189,0.770359088439037,0.962784787208385
"olecos-7",50,1.02415643665137,0.871362939074414,1.36843636282516
"olecos-8",50,0.924896345802797,0.665676508995447,1.59191039657914
"olecos-2",88,2.10192598376908,1.72946891004043,NA
"olecos-3",88,1.80747640457269,1.46659934156857,2.21287649263298
"olecos-4",88,2.17702584110133,1.81888134196486,NA
"olecos-6",88,2.14717321873789,1.92912258318193,NA
"olecos-7",88,2.15885842949965,1.81100994420628,NA
"olecos-8",88,2.93637775751956,1.9827653034336,NA
"olfcer-2",12,0.400352510666939,0.0651235294031624,0.799091682498583
"olfcer-3",12,0.377696985387665,0.334463775010303,0.454466981108887
"olfcer-4",12,0.271061003154991,0.0212673586585864,0.766510187461112
"olfcer-5",12,0.270576947917263,0.107562496355205,0.613194075643806
"olfcer-6",12,0.284950601956539,0.0296834978028504,1.03499673818851
"olfcer-7",12,0.0663278634418174,0.0271677104552489,0.330013268812392
"olfcer-2",50,1.3447568305209,0.949166330519165,2.40915654243838
"olfcer-3",50,1.06665310870579,1.02008230329935,1.11549759410362
"olfcer-4",50,1.20154478548375,0.840126935777506,2.21253820086418
"olfcer-5",50,1.29609566261411,1.05564697566875,1.64116260126026
"olfcer-6",50,1.11443885702116,0.856507386019989,1.75281210059705
"olfcer-7",50,0.459864439879385,0.387258978001088,0.81379685373189
"olfcer-2",88,2.99679266272859,2.41388655894249,NA
"olfcer-3",88,2.11943868353516,1.94259186035219,2.32675636161048
"olfcer-4",88,3.21683740254452,2.38574104262971,NA
"olfcer-5",88,3.65255440884672,2.75035075819339,NA
"olfcer-6",88,2.74647742432352,2.00595041566893,NA
"olfcer-7",88,1.65499630144173,1.29277232798684,NA
"parexc-10",12,0.32534373224616,0.153786360114396,0.622257142224209
"parexc-2",12,0.0423237883659225,0.0213981661324219,0.113326060623121
"parexc-4",12,0.461160561151949,0.307871962728429,0.641954543528898
"parexc-6",12,0.215332838280082,0.0485517523134892,0.885726963756814
"parexc-8",12,0.270274876886516,0.0422165716179069,0.617962680050378
"parexc-9",12,0.342659506525778,0.287466776573993,0.441941035864327
"parexc-10",50,1.03734907713726,0.819330893523803,1.21734555929891
"parexc-2",50,0.460893831560635,0.401102969822361,0.622466567310677
"parexc-4",50,1.29508195416558,1.07962374188715,1.44167923739266
"parexc-6",50,0.883672168277833,0.629729114310552,1.37049649369795
"parexc-8",50,0.978755098235152,0.620921539527138,1.32639142788509
"parexc-9",50,1.06071459975078,0.995460250184795,1.13067701526997
"parexc-10",88,2.23346191262883,1.88717161782331,NA
"parexc-2",88,2.2358925340185,1.69537763283253,NA
"parexc-4",88,2.56380353825186,2.33313913630417,NA
"parexc-6",88,2.24817317191981,1.55019822347412,NA
"parexc-8",88,2.29240847701651,1.39160468117068,NA
"parexc-9",88,2.23952418201603,2.04521210599627,2.45453846442442
"phlaur-1",12,0.624269472414705,0.240819523343219,1.32017723486085
"phlaur-2",12,1.16605038577109,0.384006659623498,1.26798848472685
"phlaur-3",12,1.20495076939896,0.454913583556241,1.28452675897392
"phlaur-4",12,0.836314921177838,0.408223384058243,0.985006751590308
"phlaur-5",12,1.19761918775009,0.538502573622426,1.37764726720527
"phlaur-6",12,0.738508976632183,0.342553831961604,0.847746791106828
"phlaur-1",50,1.41871872936166,0.828918999700402,1.76683655501491
"phlaur-2",50,1.81771715379155,1.42368206695716,NA
"phlaur-3",50,1.71823529864716,1.20406410965092,NA
"phlaur-4",50,1.33495575427232,1.05729403841356,1.52804434303798
"phlaur-5",50,1.88086670898958,1.46778849080107,2.04098273343168
"phlaur-6",50,1.27087233713589,0.965180307669659,1.32050991465399
"phlaur-1",88,2.44168820885862,1.86678927117465,NA
"phlaur-2",88,2.43805843869946,2.33373623845951,NA
"phlaur-3",88,2.17274296268699,2.12261409773088,NA
"phlaur-4",88,1.81881640182144,1.63763732947749,2.13627728562667
"phlaur-5",88,2.5352000474912,2.22223186708383,2.85570243376801
"phlaur-6",88,1.8197721733327,1.73694376098238,NA
"polosm-1",12,0.0315279281733747,0.0103198585990703,0.95573530581058
"polosm-2",12,0.306747652184923,0.261738432891441,0.422094302519024
"polosm-3",12,0.143352610965272,0.0414746707329576,0.48707403509078
"polosm-4",12,0.287350562691292,0.049957358604895,1.39162905860096
"polosm-5",12,0.751682138819249,0.451879367363585,1.10977198293044
"polosm-6",12,0.546063360482255,0.129624433590051,1.28423956809766
"polosm-1",50,0.483542826033321,0.270123370807432,1.48146313114121
"polosm-2",50,0.86258568073138,0.816566776601339,0.943386675779353
"polosm-3",50,0.727267979217782,0.569363891447836,1.04357609864243
"polosm-4",50,1.2979410492633,0.755575545613567,1.99436763287155
"polosm-5",50,1.4130342648679,1.13168176849149,1.57548123771233
"polosm-6",50,1.34302050712712,0.659259803297359,1.70412151378876
"polosm-1",88,2.94202115956341,1.57166753111319,NA
"polosm-2",88,1.70911237973197,1.56443754596986,1.90683474995189
"polosm-3",88,2.12887593141411,1.70024397020362,NA
"polosm-4",88,3.51841847054717,1.98682399135974,NA
"polosm-5",88,2.14509252376068,1.88211801565173,NA
"polosm-6",88,2.43540771035822,1.62009739462118,NA
"sertri-1",12,0.322939896534038,0.164516746457496,0.724593104829489
"sertri-2",12,0.482477298251986,0.461320162077404,0.497748113068313
"sertri-3",12,0.490931898804161,0.418768223574945,0.644677485352041
"sertri-4",12,1.21122927793017,0.647267126051565,1.32865767609212
"sertri-5",12,0.915335926276012,0.577010721155852,0.92910448838947
"sertri-6",12,1.15510839266517,0.604316945383763,1.27806339435412
"sertri-1",50,1.22386869557892,0.924738826205937,1.67244078351125
"sertri-2",50,1.12891715061808,1.10837154784369,1.14299508918627
"sertri-3",50,1.14514982209827,1.03365031870591,1.24474600914923
"sertri-4",50,1.73913675033978,1.39158256347996,NA
"sertri-5",50,1.29239930714654,1.07606404402127,1.49019309663063
"sertri-6",50,1.70082632850045,1.33355212839908,NA
"sertri-1",88,2.95400592673319,1.64515602815557,NA
"sertri-2",88,1.98074948219619,1.94233075545396,NA
"sertri-3",88,2.00512210726235,1.87745975623575,2.19575112498719
"sertri-4",88,2.20922327938396,2.12591766960718,NA
"sertri-5",88,1.62360525425223,1.6141178466691,2.14348955342252
"sertri-6",88,2.19682020017566,2.11069442509917,NA
"serfra-1",12,1.05009971161434,0.411217800560888,2.07368049434137
"serfra-10",12,1.15489569331159,0.937549870187479,1.23103402038519
"serfra-11",12,1.13728151817004,0.245997189551071,1.29939481746585
"serfra-2",12,1.02964474779855,0.782361309726418,1.08935060838836
"serfra-3",12,1.2798519287033,0.737591524164722,1.44834703499741
"serfra-6",12,0.827085454668158,0.459220432524139,1.03558234866559
"serfra-9",12,1.22955875343076,0.591679676105515,1.60710240216909
"serfra-1",50,2.07375575916835,1.64608934793428,2.78492440357568
"serfra-10",50,1.7083170157017,1.59826249275763,1.86699607094217
"serfra-11",50,1.70834184375886,1.15329694592355,NA
"serfra-2",50,1.53704203179537,1.43760909275104,1.58620195112761
"serfra-3",50,1.85281560843974,1.56009593036688,2.13608815605123
"serfra-6",50,1.47768822344631,1.25589335855914,1.77702895946869
"serfra-9",50,1.92003637729479,1.64620648488724,2.1288345825455
"serfra-1",88,3.25244468137706,2.49435621820018,NA
"serfra-10",88,2.21318707006455,2.11783079791529,NA
"serfra-11",88,2.23585224723349,2.12206101737924,NA
"serfra-2",88,2.00337741919195,1.93463700586885,2.15117765048687
"serfra-3",88,2.3664423282335,2.1493629182218,2.81845887425212
"serfra-6",88,2.16904788465209,1.76557998963923,2.53995233596804
"serfra-9",88,2.57824432719323,2.33950054493647,NA
"tecinc-1",12,0.0726130267509395,0.0221988763004543,0.380547711652266
"tecinc-2",12,0.277612736856505,0.0299012931566083,0.417326275761186
"tecinc-3",12,0.0102707768424823,0.0111646526086909,0.0194998308905039
"tecinc-4",12,0.0257510415947797,0.0114379997648214,0.283968991156448
"tecinc-5",12,0.215200903054448,0.213782818874982,0.215653914360032
"tecinc-6",12,0.233672847696806,0.131044415438412,0.515531701607572
"tecinc-1",50,0.556351727578803,0.406425138776301,0.958028839414751
"tecinc-2",50,0.828391216984692,0.391851594749208,1.01616535293536
"tecinc-3",50,0.254132188985697,0.180126138079332,0.292758519450057
"tecinc-4",50,0.440638783730265,0.292349113705069,0.985611558521874
"tecinc-5",50,0.489813590471846,0.489607066865673,0.489899961130674
"tecinc-6",50,0.896670116735794,0.688516211089609,1.13242383134519
"tecinc-1",88,2.13904908969947,1.6045983094387,NA
"tecinc-2",88,1.7070675344924,1.19711439424181,2.25273159600696
"tecinc-3",88,2.12152393559441,1.70529965597371,NA
"tecinc-4",88,2.88230934478763,2.17624109009861,NA
"tecinc-5",88,0.843845455999302,0.842584784245697,0.846801355396487
"tecinc-6",88,2.18216763125856,1.84497839610224,NA
