Viewer version,2.84,
Measure start time,"Thursday, January 17, 2019 8:14:15 AM",
Type of measurement,Flow [Linearized],
Sampling interval [ms],1000,
Timing information,Relative,
Article code,SLI-1000            ,
Serial Number,174900039,
COM HW Type,RS485/USB Sensor Cable,
COM HW Config,"Config String: COM3, 115200, ECHOOFF",
Sensor Cable Version,1.7,
I2C Address,64,
Scale Factor,29,
Resolution (bit),16,
Calibration Field,0,
Sample #,Relative Time[s],Flow [ul/min]
281,281.033,0.414
282,282.0391,0.724
283,283.0139,0.207
284,284.0362,0.276
285,285.058,0.276
286,286.0324,-0.552
287,287.0228,-0.207
288,288.029,1.379
289,289.0514,-1.448
290,290.0256,-0.241
291,291.0328,-0.414
292,292.0397,-0.862
293,293.0314,-1.655
294,294.0065,-1.207
295,295.0141,0.138
296,296.0533,0.586
297,297.0126,0.793
298,298.0201,0.586
299,299.0274,1.793
300,300.0184,2.069
301,301.0091,1.724
302,302.0153,1.138
303,303.0054,0.793
304,304.0118,0.69
305,305.0019,0.69
306,306.0243,0.172
307,307.0466,0.793
308,308.0047,1.172
309,309.0111,0.897
310,310.0173,0.241
311,311.0237,-0.034
312,312.0295,0.138
313,313.0201,0.379
314,314.0103,0.172
315,315.0162,0.276
316,316.0226,0.138
317,316.9968,0.586
318,317.9871,0.621
319,318.9933,0
320,319.9834,-0.414
321,321.0071,0.552
322,321.9994,0.034
323,323.0082,1.897
324,324.0168,0.586
325,325.0251,0.793
326,326.0335,0.897
327,326.9938,0.31
328,328.0343,0.448
329,329.0426,0.552
330,330.019,0.069
331,331.0258,-0.759
332,332.0155,-0.379
333,333.0378,-0.276
334,334.0278,-0.345
335,335.002,0.034
336,336.04,0.207
337,336.9981,-0.207
338,338.02,1.31
339,339.0101,1.448
340,339.9839,1.276
341,341.0236,1.724
342,341.9994,1.172
343,342.9913,1.276
344,344.0156,0.345
345,345.0236,0.448
346,345.9996,0.828
347,346.9914,-0.276
348,347.9998,0.172
349,348.9914,0.69
350,350.0158,-0.207
351,351.0069,1.621
352,352.0298,1.759
353,353.0207,1.241
354,354.0115,0.31
355,355.0344,0.517
356,355.9933,0.621
357,357.0161,1.345
358,357.9912,0.759
359,358.998,0.172
360,360.0048,0.931
361,360.9958,0.345
362,362.0028,0.103
363,362.9937,0.241
364,364.0008,0.621
365,365.0077,-0.069
366,366.0144,0.862
367,367.0216,0.103
368,368.0127,0.034
369,369.0196,0.862
370,369.9946,1.414
371,371.0334,0.621
372,372.0396,1.586
373,373.0144,0.448
374,374.037,0.379
375,375.0118,0.414
376,376.0186,1.759
377,376.9931,-0.276
378,378.0156,0.759
379,379.0378,3.103
380,380.0285,3.931
381,381.0034,2.31
382,382.0097,2.621
383,382.984,2.931
384,383.9906,4.621
435,435.003,1.31
436,435.9955,0.552
437,437.0047,0.172
438,438.0129,-0.034
439,439.0221,2.69
440,439.9988,1.207
441,440.9904,2.862
442,442.0285,4.241
443,443.0188,2.724
444,443.9936,1.793
445,444.9839,1.759
446,446.0061,0.241
447,446.9808,0.069
448,447.9873,-2.552
