"site","species","plant_no","genusspecies","niche","group","niche2","lamina_area_cm2","date","frond_length_cm","stipe_length_cm","lamina_length_cm","chl_mg_m2","cfr","year","xylem_area_um2","lamina_area_mm2","xylem_area_mm2","huber","stomatal_length_um","average_guardcell_width_um","stomatal_size","sd_mm2","dry_mass","lamina_area","SWC","osmotic_potential","waterpot_tlp","rwc_tlp","elasticity","capacitance_full","capacitance_zero.","capacitance_absolute","dry_mass_g","sla_cm2g","d13C","d15N","c_perc","n_perc"
"la_selva","asplenium_juglandifolium",5,"aspjug","epiphyte","E2","epiphyte",34,"2017-07-19",19,3,16,249,1.01,2017,13227,3400,0.013227,3.89029411764706e-06,52.0555555555556,10.7777777777778,1119.25222222222,13.1637661758143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,125,NA,NA,NA,NA
"la_selva","asplenium_serratum",1,"aspser","epiphyte","E2","epiphyte",248,"2017-07-14",47,0,47,389,1.23,2017,59051,24800,0.059051,2.38108870967742e-06,65.7111111111111,26.4611111111111,3365.20444444444,13.1637661758144,0.3806,248,6.966683753,-0.535328698,-0.698440591,96.99720004,15.10995062,0.048418384,0.098164815,0.287594771,0.0098,51.0204081632653,-34.98,-0.99,39.5892228540482,3.68372596804766
"la_selva","asplenium_serratum",2,"aspser","epiphyte","E2","epiphyte",209,"2017-07-14",47,0,47,471,1.36,2017,55754,20900,0.055754,2.66765550239234e-06,64.9666666666667,16.2666666666667,2114.57555555556,14.5024542614904,0.3418,209,5.200257272,-0.623017097,-0.82749504,96.45852154,15.14741344,0.04733594,0.078966212,0.223650105,0.0048,104.166666666667,-35.69,0.01,41.3789563729684,3.79840319361278
"la_selva","asplenium_serratum",3,"aspser","epiphyte","E2","epiphyte",403,"2017-07-14",67,0,67,585,1.54,2017,120665,40300,0.120665,2.99416873449132e-06,76.4888888888889,16.4511111111111,2519.06066666667,11.6019634091923,0.4543,403,4.543013921,-0.872049231,-1.11371133,93.95844012,13.67770364,0.055256297,0.145121483,0.157213931,0.0058,86.2068965517241,-34.08,0.22,41.0073012439156,2.9242833964305
"la_selva","asplenium_serratum",4,"aspser","epiphyte","E2","epiphyte",272,"2017-07-14",68,0,68,611,1.58,2017,73830,27200,0.07383,2.71433823529412e-06,77.9222222222222,16.4555555555556,2567.39111111111,9.37081659973227,0.4119,272,3.16183262,-0.946891429,-1.123557049,96.58628219,26.97384213,0.030675591,0.118201547,0.081598504,0.0064,78.125,-34.21,0.47,42.2915642915643,2.43516243516243
"la_selva","asplenium_serratum",5,"aspser","epiphyte","E2","epiphyte",358,"2017-07-14",75,0,75,578,1.52,2017,105834,35800,0.105834,2.95625698324022e-06,58.6555555555556,15.7944444444444,1861.95,13.6099955377064,0.4639,358,4.120619599,-0.586185877,-0.782966382,97.92548877,27.87033067,0.026256088,0.047992386,0.077886356,0.0083,60.2409638554217,-35.85,-0.64,34.4382212215029,2.96200394033213
"la_selva","asplenium_serratum",6,"aspser","epiphyte","E2","epiphyte",596,"2017-07-14",72,0,72,490,1.39,2017,122967,59600,0.122967,2.06320469798658e-06,60.2,14.5666666666667,1754.56333333333,15.7072735385988,0.5143,596,6.717681214,-0.701959553,-0.817673002,96.55841472,18.25613433,0.04610565,0.194503742,0.148481143,0.0069,72.463768115942,-34.78,0.91,41.8220153340635,3.95700985761227
"la_selva","blechnum_occidentale",1,"bleocc","terrestrial","E2","terrestrial",189.4,"2017-07-08",64.8,29.2,35.6,427,1.29,2017,92216,18940,0.092216,4.8688489968321e-06,52.9875,10.18125,1075.655,29.6296296296296,0.4247,189.4,2.800700015,-1.080060349,-1.221002777,97.44780275,39.2338439,0.022286572,0.140344634,0.077757027,0.0067,74.6268656716418,-34.41,2.13,42.6309362279512,2.30094979647218
"la_selva","blechnum_occidentale",2,"bleocc","terrestrial","E2","terrestrial",170.6,"2017-07-08",88.8,27,61.8,592,1.55,2017,140674,17060,0.140674,8.24583821805393e-06,55.55,11.4625,1272.3975,31.25,0.389,170.6,3.159761759,-1.151232854,-1.286836909,95.13098851,24.11225696,0.037053778,0.296766233,0.148314941,0.0071,70.4225352112676,-34.83,1.81,41.0106591865358,1.49116409537167
"la_selva","blechnum_occidentale",3,"bleocc","terrestrial","E2","terrestrial",259.9,"2017-07-08",100.7,28.4,72.3,465,1.35,2017,138140,25990,0.13814,5.31512120046172e-06,51.5571428571429,9.05,938.102857142857,45.6018518518518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,61.7283950617284,-32.25,1.46,44.3395427603726,2.18487157775896
"la_selva","blechnum_occidentale",4,"bleocc","terrestrial","E2","terrestrial",191.4,"2017-07-08",67.8,31.6,36.2,338,1.15,2017,100628,19140,0.100628,5.25747126436782e-06,50.7125,9.9125,1005.825,28.8888888888889,0.3894,191.4,2.795947753,-0.918319881,-1.014807613,96.63445948,27.60527608,0.032993604,0.174681638,0.104265425,0.0076,65.7894736842105,-34.98,1.76,43.4233914940022,1.42666303162486
"la_selva","blechnum_occidentale",5,"bleocc","terrestrial","E2","terrestrial",185.8,"2017-07-08",66.1,15.8,50.3,515,1.43,2017,99148,18580,0.099148,5.33627556512379e-06,54.05,9.7875,1054.43875,40.9259259259259,0.3351,185.8,3.341574732,-0.737160629,-0.912870764,98.27090952,40.72104492,0.019247656,0.051785654,0.064444409,0.0081,61.7283950617284,-32.89,1.7,43.9110688060919,2.64454718520533
"la_selva","blechnum_occidentale",6,"bleocc","terrestrial","E2","terrestrial",190.7,"2017-07-08",52.4,18.1,34.3,509,1.42,2017,118353,19070,0.118353,6.20624016780283e-06,51.1375,9.275,948.44875,55.5555555555555,0.4905,190.7,2.59593091,-0.818215117,-1.251356869,96.01005676,21.56966841,0.030165302,0.052798459,0.111896529,0.0096,52.0833333333333,-32.81,1.05,46.0926683019896,2.1501771599891
"la_selva","campyloneurum_brevifolium",1,"cambre","epiphyte","E1","epiphyte",599,"2017-07-10",100,15,85,560,1.5,2017,85515,59900,0.085515,1.42762938230384e-06,46.4444444444444,14.8888888888889,1378.88888888889,44.212962962963,0.0629,599,7.868149013,-0.545384883,-0.66007793,92.70436586,7.336871059,0.110619826,0.426140994,0.050775811,0.009,55.5555555555556,-32,0.62,45.5076099210823,3.25112739571589
"la_selva","campyloneurum_brevifolium",2,"cambre","epiphyte","E1","epiphyte",350,"2017-07-10",80,15,65,547,1.48,2017,53655,35000,0.053655,1.533e-06,45.2222222222222,15.8888888888889,1447,37.7314814814815,0.2532,350,2.384251602,-0.836468332,-1.065897895,96.50608456,23.75368067,0.032720231,0.086015322,0.031353902,0.0116,47.4137931034483,-33.93,1.61,46.1195408734603,2.11954087346025
"la_selva","campyloneurum_brevifolium",3,"cambre","epiphyte","E1","epiphyte",809,"2017-07-10",115.5,15,100.5,572,1.52,2017,75336,80900,0.075336,9.31223733003708e-07,39,13.9444444444444,1087.44444444444,51.6203703703704,0.4514,809,2.927140974,-0.624059378,-0.841014981,97.69082181,26.61560499,0.027239445,0.046487208,0.024716241,0.0112,44.6428571428571,-32.77,1.1,47.1550875273523,2.53993435448577
"la_selva","campyloneurum_brevifolium",4,"cambre","epiphyte","E1","epiphyte",827,"2017-07-10",115,12,103,433,1.3,2017,155487,82700,0.155487,1.88013301088271e-06,46,15.5,1428.77777777778,54.3518518518518,0.3901,827,3.023288315,-0.854339717,-1.18,94.36275817,15.14159138,0.046671804,0.113759877,0.036977035,0.0111,45.045045045045,-31.29,1.88,46.6198301835114,2.3021090112298
"la_selva","campyloneurum_brevifolium",5,"cambre","epiphyte","E1","epiphyte",329,"2017-07-10",60,9,51,471,1.6,2017,86991,32900,0.086991,2.64410334346505e-06,46,15.3888888888889,1419,53.4259259259259,0.381,329,2.848730002,-0.759566646,-0.934368006,95.73727891,16.64684079,0.047764462,0.138918067,0.087541252,0.0106,47.1698113207547,-32.02,0.84,45.5832878208629,2.61551064991807
"la_selva","campyloneurum_brevifolium",6,"cambre","epiphyte","E1","epiphyte",504,"2017-07-10",88,9,79,477,1.37,2017,118567,50400,0.118567,2.35251984126984e-06,NA,NA,NA,43.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139,35.9712230215827,-32.6,-0.79,46.7761692650334,1.53006681514476
"la_selva","christella_dentata",1,"theden","terrestrial","E2","terrestrial",514.5,"2017-07-10",91.8,30,61.8,344,1.16,2017,370014.494,51450,0.370014494,7.19172971817298e-06,36.6666666666667,8.11111111111111,598.333333333333,112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083,60.2409638554217,-34.54,2.04,43.9361471861472,3.03300865800865
"la_selva","christella_dentata",2,"theden","terrestrial","E2","terrestrial",399,"2017-07-10",88,18,70,370,1.2,2017,491436.909,39900,0.491436909,1.23167145112782e-05,38.4444444444444,8.88888888888889,683.333333333333,95.8333333333331,0.3397,399,3.240077914,-0.875103428,-1.088232195,85.39464726,6.13233141,0.129245071,0.494398339,0.198070405,0.0094,53.1914893617021,-31.98,2.78,44.431955922865,2.44077134986226
"la_selva","christella_dentata",3,"theden","terrestrial","E2","terrestrial",640.8,"2017-07-10",95.8,31.5,64.3,439,1.31,2017,467076.199,64080,0.467076199,7.28895441635456e-06,38.8888888888889,9,703.222222222222,101.62037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,58.8235294117647,-34.37,2.4,46.1517317207257,3.31445849367784
"la_selva","christella_dentata",4,"theden","terrestrial","E2","terrestrial",381.7,"2017-07-10",81.5,21,60.5,407,1.25,2017,305742.292,38170,0.305742292,8.01001550956248e-06,40.6666666666667,8.83333333333333,717.888888888889,117.268518518518,0.1126,381.7,4.218143543,-0.853663194,-0.983236063,90.09123518,8.344225346,0.102152215,0.549772743,0.070617586,0.0052,96.1538461538462,-33.68,1.27,44.2036676854682,3.70158377327036
"la_selva","christella_dentata",5,"theden","terrestrial","E2","terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2222222222222,8.5,651.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"la_selva","christella_dentata",6,"theden","terrestrial","E2","terrestrial",405.2,"2017-07-10",87.4,34,53.4,414,1.27,2017,311707.257,40520,0.311707257,7.69267662882527e-06,40.2222222222222,7.38888888888889,596.777777777778,107.175925925926,0.1718,405.2,3.104233066,-0.810932199,-1.022299672,84.86665197,5.189221869,0.149083518,0.490539813,0.109009707,0.008,62.5,-34.7,1.41,44.6879213483146,3.00955056179775
"la_selva","cyclopeltis_semicordata",1,"cycsem","terrestrial","E1","terrestrial",746,"2017-08-10",124.9,20,104.9,617,1.59,2019,309042.438,74600,0.309042438,4.14266002680965e-06,46.375,12.25,1137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"la_selva","cyclopeltis_semicordata",2,"cycsem","terrestrial","E1","terrestrial",866,"2017-08-10",117.6,19.1,98.5,427,1.29,2019,408200.254,86600,0.408200254,4.71362879907621e-06,54.875,12.8125,1407,45.9616242748773,0.3975,866,3.812130411,-0.898302607,-1.26294428,86.64166033,5.273594287,0.124950061,0.218329931,0.121464945,0.0055,90.9090909090909,-34.72,0.52,43.3705865999444,3.42618849040868
"la_selva","cyclopeltis_semicordata",3,"cycsem","terrestrial","E1","terrestrial",828,"2017-08-10",113.2,14.5,98.7,395,1.24,2019,170116.552,82800,0.170116552,2.0545477294686e-06,47,11.6428571428571,1093.71428571429,49.0852298081214,0.3245,828,4.038611196,-0.925314437,-1.037313752,96.67086177,25.96328759,0.033949538,0.188170079,0.029852298,0.0058,94.8275862068966,-33.85,1,42.3262295081967,3.44508196721311
"la_selva","cyclopeltis_semicordata",4,"cycsem","terrestrial","E1","terrestrial",824,"2017-08-10",110.8,24.9,85.9,427,1.29,2019,366112.647,82400,0.366112647,4.44311464805825e-06,45.125,10.9375,988.625,44.9352967425257,0.4639,824,3.716923302,-1.089926055,-1.232450399,95.08312546,20.14091607,0.043321182,0.243076878,0.050362647,0.0054,92.5925925925926,-34.56,1.12,42.6309362279512,2.757394843962
"la_selva","cyclopeltis_semicordata",5,"cycsem","terrestrial","E1","terrestrial",857,"2017-08-10",118.1,19.5,98.6,357,1.18,2019,305728.996,85700,0.305728996,3.5674328588098e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"la_selva","cyclopeltis_semicordata",6,"cycsem","terrestrial","E1","terrestrial",685,"2017-08-10",98.5,18.9,79.6,395,1.31,2019,202355.506,68500,0.202355506,2.95409497810219e-06,51.5714285714286,12.0714285714286,1242.28571428571,52.8781793842035,0.3057,685,4.775742914,-0.921884951,-0.984432361,95.29813608,20.84564669,0.045124131,0.577953462,0.053429629,0.0039,128.205128205128,-35.63,0.8,42.5962581344902,3.55422993492407
"la_selva","cyclopeltis_semicordata",7,"cycsem","terrestrial","E1","terrestrial",524,"2017-08-10",73.6,10.1,63.5,439,1.19,NA,NA,NA,NA,NA,NA,NA,NA,54.2168674698795,0.2895,524,3.557672808,-0.980803634,-1.110141609,96.72349144,25.25924103,0.034410021,0.177604679,0.037574717,0.0058,86.2068965517241,-35.34,2.2,41.9140409065782,2.20093974571586
"la_selva","cyclopeltis_semicordata",8,"cycsem","terrestrial","E1","terrestrial",882,"2017-08-10",107.7,9.6,98.1,363,1.19,NA,NA,NA,NA,NA,NA,NA,NA,53.9937527889335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0047,106.382978723404,-34.92,-0.31,43.9384827586207,3.71365517241379
"la_selva","diplazium_striatastrum",1,"dipstr","terrestrial","E2","terrestrial",80,"2017-07-10",114.4,23.4,91,452,1.33,2017,324934,8000,0.324934,4.061675e-05,38.5714285714286,8.85714285714286,687.714285714286,111.805555555556,0.2401,80,5.560724398,-0.876248476,-0.982820404,90.9873994,9.8110282,0.090768814,0.636935874,0.841584447,0.0035,142.857142857143,-35.48,0.49,43.2117154811716,4.51771269177127
"la_selva","diplazium_striatastrum",2,"dipstr","terrestrial","E2","terrestrial",48,"2017-07-10",101.5,17.5,84,490,1.39,2017,329917,4800,0.329917,6.87327083333333e-05,48.375,10.0625,976.25,106.944444444445,0.1435,48,4.847867089,-1.078779431,-1.160777706,93.46399911,16.547613,0.056020042,0.621038633,0.451057901,0.006,83.3333333333333,-35.56,0.72,43.4251286217168,4.61007311129162
"la_selva","diplazium_striatastrum",3,"dipstr","terrestrial","E2","terrestrial",93,"2017-07-10",100.5,23.5,77,465,1.35,2017,228924,9300,0.228924,2.46154838709677e-05,47.4444444444444,10.0555555555556,951,107.407407407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,102.040816326531,-35.75,-0.04,40.5407103825137,3.90983606557377
"la_selva","diplazium_striatastrum",4,"dipstr","terrestrial","E2","terrestrial",60,"2017-07-10",100,21,79,458,1.34,2017,214427,6000,0.214427,3.57378333333333e-05,48.8888888888889,10.6666666666667,1041.22222222222,115.046296296296,0.1926,60,4.392379769,-0.930555208,-1.202539567,92.52075509,11.81465121,0.062404486,0.169358335,0.488819157,0.0048,104.166666666667,-36.6,1.65,44.5343468468468,4.00872747747747
"la_selva","diplazium_striatastrum",5,"dipstr","terrestrial","E2","terrestrial",60,"2017-07-10",94,20,74,496,1.4,2017,253718,6000,0.253718,4.22863333333333e-05,47,11.6666666666667,1100.77777777778,103.009259259259,0.2598,60,4.472012291,-1.006006497,-1.16707802,84.03992101,6.376722681,0.134560266,0.727969355,1.447555476,0.0078,64.1025641025641,-34.97,1.08,44.248500428449,3.60154241645244
"la_selva","diplazium_striatastrum",6,"dipstr","terrestrial","E2","terrestrial",85,"2017-07-10",94,21,73,451,1.47,2017,222779,8500,0.222779,2.62092941176471e-05,48.3333333333333,10.7777777777778,1041.33333333333,102.962962962963,0.3418,85,4.828904483,-0.894216229,-1.026046681,89.6323826,8.334410207,0.103337241,0.511000532,1.114772131,0.0093,53.7634408602151,-36.57,0.72,42.7959067652075,4.22740193291643
"la_selva","elaphoglossum_amygdalifolium",1,"elaamy","hemi-epiphyte","E1","hemi-epiphyte",28.6,"2017-07-20",19.9,4,15.9,547,1.48,2017,3105,2860,0.003105,1.08566433566434e-06,NA,NA,NA,7.6869322152341,0.1244,28.6,3.969856188,-1.202993155,-1.40576416,96.02103769,26.79876008,0.031277456,0.119803121,0.300046134,0.0044,113.636363636364,-36.94,-0.07,38.4090653153153,2.24183558558558
"la_selva","elaphoglossum_amygdalifolium",2,"elaamy","hemi-epiphyte","E1","hemi-epiphyte",36.2,"2017-07-20",22.3,1.8,20.5,262,1.03,2017,1401,3620,0.001401,3.87016574585635e-07,NA,NA,NA,8.85161891451199,0.2093,36.2,4.567251721,-0.879476988,-0.95882737,96.55561281,23.07112577,0.039335987,0.312058687,0.577076184,0.0057,87.719298245614,-33.04,0.23,44.7436627741384,2.76958131586443
"la_selva","elaphoglossum_amygdalifolium",3,"elaamy","hemi-epiphyte","E1","hemi-epiphyte",25.1,"2017-07-20",17.7,2.9,14.8,541,1.47,2017,2288,2510,0.002288,9.11553784860558e-07,NA,NA,NA,11.6468669927789,0.1358,25.1,3.083156583,-1.051913589,-1.526241972,97.2551074,33.08819631,0.019338285,0.029916874,0.179211994,0.0048,104.166666666667,-35.13,0.77,37.877417519909,2.08589306029578
"la_selva","elaphoglossum_amygdalifolium",4,"elaamy","hemi-epiphyte","E1","hemi-epiphyte",23.9,"2017-07-20",19.6,4.8,14.8,503,1.41,2017,2259,2390,0.002259,9.45188284518828e-07,NA,NA,NA,9.5038434661076,0.0669,23.9,6.621645143,-1.002767732,-1.050509138,97.31639267,36.98280023,0.02579701,0.451697827,0.26563848,0.0057,87.719298245614,-34.74,-0.32,40.1983379501385,2.69362880886426
"la_selva","elaphoglossum_amygdalifolium",5,"elaamy","hemi-epiphyte","E1","hemi-epiphyte",23.5,"2017-07-20",14,1,13,547,1.48,2017,2230,2350,0.00223,9.48936170212766e-07,NA,NA,NA,6.75518285581179,0.0801,23.5,5.811190029,-1.265204161,-1.332952113,96.76109813,37.1876258,0.025465276,0.365140307,0.280224186,0.0046,108.695652173913,-37.22,1.03,38.6593935959195,2.65202606970812
"la_selva","elaphoglossum_amygdalifolium",6,"elaamy","hemi-epiphyte","E1","hemi-epiphyte",22.5,"2017-07-20",16.8,1.3,15.5,579,1.53,2017,3326,2250,0.003326,1.47822222222222e-06,NA,NA,NA,7.6869322152341,0.0737,22.5,5.296258608,-1.363715388,-1.447646049,96.53264885,32.40721315,0.028848432,0.34952239,0.278037807,0.0049,102.040816326531,-36.35,1.16,36.8241908941305,2.66703236423479
"la_selva","elaphoglossum_herminieri",1,"elaher","epiphyte","E1","epiphyte",88.6,"2017-07-19",48.7,0,48.7,953,2.12,2017,25482,8860,0.025482,2.87607223476298e-06,52.5,17.5,1840,24.2254833449802,0.3156,88.6,2.352782217,-0.651778505,-0.797113233,98.21718666,36.41891694,0.02241098,0.048177391,0.104345409,0.0195,25.6410256410256,-32.85,0.34,39.9574226511496,1.01901788248652
"la_selva","elaphoglossum_herminieri",2,"elaher","epiphyte","E1","epiphyte",54.6,"2017-07-19",35.5,0,35.5,541,1.47,2017,45804,5460,0.045804,8.38901098901099e-06,49.25,19,1877.5,31.4465408805031,0.2715,54.6,4.004232979,-0.753121093,-0.926894251,95.73662461,18.63032654,0.043749716,0.116669344,0.483948626,0.0176,28.4090909090909,-32.03,0.92,41.8206491326245,1.25937325125909
"la_selva","elaphoglossum_herminieri",3,"elaher","epiphyte","E1","epiphyte",48.3,"2017-07-19",29,0,29,877,2,2017,22970,4830,0.02297,4.75569358178054e-06,52.25,16.5,1724,26.554856743536,0.3864,48.3,2.84157652,-0.638232151,-0.884595624,97.55140888,26.70672164,0.026904726,0.041772811,0.339785945,0.0259,19.3050193050193,-31.51,0.22,43.8646061269147,0.745623632385117
"la_selva","elaphoglossum_herminieri",4,"elaher","epiphyte","E1","epiphyte",92.6,"2017-07-19",51,0,51,344,1.16,2017,32962,9260,0.032962,3.55961123110151e-06,46.75,17.4375,1630.75,31.772653156301,0.3232,92.6,3.248741251,-0.684121959,-0.930585138,96.15923712,14.80866027,0.046488368,0.084157845,0.671238572,0.0141,35.4609929078014,-32.37,1.55,41.724600456621,1.12214611872146
"la_selva","elaphoglossum_herminieri",5,"elaher","epiphyte","E1","epiphyte",103.2,"2017-07-19",36.8,0,36.8,921,2.07,2017,20140,10320,0.02014,1.9515503875969e-06,47.1666666666667,17.3333333333333,1626.83333333333,27.7195434428139,0.312,103.2,4.179879838,-0.778266688,-1.17165059,96.3789821,17.66546207,0.034254515,0.042890699,0.240482795,0.0189,26.4550264550265,-31.41,0.57,41.7180192572215,1.08363136176066
"la_selva","elaphoglossum_herminieri",6,"elaher","epiphyte","E1","epiphyte",118.6,"2017-07-19",61.8,0,61.8,750,1.8,2017,60595,11860,0.060595,5.10919055649241e-06,47.25,15.375,1473.5,21.5699976706266,0.3313,118.6,3.305190674,-0.681676452,-0.939967312,97.11329761,23.90657477,0.030372382,0.038815972,0.155790014,0.0203,24.6305418719212,-32.33,1.01,42.590486604702,1.00956806998359
"la_selva","elaphoglossum_latifolium",1,"elalat","epiphyte","E1","epiphyte",54.8,"2017-07-18",23.6,2.4,21.2,325,1.13,2019,44929,5480,0.044929,8.19872262773723e-06,48.975,13.3125,1312.55,32.3782902399255,0.2629,54.8,2.542047528,-0.77720461,-1.031414893,97.18626749,24.88817219,0.029044171,0.060062023,0.196779645,0.0126,39.6825396825397,-32.36,0.63,43.5659190371991,1.71061269146607
"la_selva","elaphoglossum_latifolium",2,"elalat","epiphyte","E1","epiphyte",84.6,"2017-07-18",24.7,3.4,21.3,389,1.23,2019,26676,8460,0.026676,3.1531914893617e-06,51.65,14.9625,1546.42,32.611227579781,0.2312,84.6,4.698064702,-0.772172663,-0.941736387,95.68285028,17.38269478,0.046785908,0.164683013,0.333717529,0.0119,42.0168067226891,-30.44,2.55,42.6940339354132,2.30021893814997
"la_selva","elaphoglossum_latifolium",3,"elalat","epiphyte","E1","epiphyte",54.2,"2017-07-18",24.2,5.7,18.5,661,1.66,2019,34552,5420,0.034552,6.37490774907749e-06,52.575,14.0625,1477.055,34.9406009783368,0.4919,54.2,2.71793806,-0.705003074,-0.89049949,98.85906808,54.44645627,0.014263906,0.028262685,0.19547132,0.0194,25.7731958762887,-32.43,0.34,43.5064190111991,1.42310844031684
"la_selva","elaphoglossum_latifolium",4,"elalat","epiphyte","E1","epiphyte",52.5,"2017-07-18",26.4,5.3,21.1,553,1.49,2019,53459,5250,0.053459,1.01826666666667e-05,46.425,12.1625,1128.895,33.0771022594922,0.3535,52.5,3.96777746,-0.601412569,-0.750390349,98.02444405,23.556686,0.032135521,0.068433869,0.476969115,0.0151,33.112582781457,-32.34,-0.92,43.5886325267304,1.35143500281373
